Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Shkarovskiy S.","56005047700;","The analytical end practical aspects of doing marketing in Russia",2013,"Mediterranean Journal of Social Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892537012&doi=10.5901%2fmjss.2013.v4n9p637&partnerID=40&md5=62d69702f5b4ddc3fa06ec04744e8568","In this article problems of foreign companies' marketing activities are examined. This subject is very topical because today Russia is one of emerging countries in the world with the positive annual increase of GDP. The Russian marketing environment where Italian firms have to work is described in details. Threats and opportunities for business activities are analyzed. The macroeconomic indexes describe the state of Russian economy, the author makes forecast of future economic situation. Prof. Shkarovskiy estimated the attractiveness of Russian business. The investment climate in Russia is examined. More than 20 specific economic zones are functioning in Russia, foreign companies may work there under favourable conditions. The author demonstrated juridical and practical arguments for their start-up and future functioning. For Italian businessmen it is very important to understand Russian entrepreneurial culture. Russian entrepreneur mentality is described. The valuable practical recommendations to conduct negotiations are given. The author analyzed Russian and foreign competitors. The most attractive economic sectors are revealed. Within micromarketing environment segmentation of potential clients are carried out under different criteria. The author has analyzed bilateral relations between Italy and Russia. The most lucrative spheres of partnership are determined. Many Russian firms widely use Internet for conducting business. This fact is an additional advantage for foreign companies. The main principles of working online are examined.","E-commerce; Foreign investments; Foreign trade; Market segmentation; Marketing; Marketing environment; Marketing-mix",,"English",Article,Scopus,2-s2.0-84892537012
"Sorokina S., Musorina O.","56004728100;56004715500;","Prospective and retrospective recurrence impact on text coherence",2013,"Mediterranean Journal of Social Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892494013&doi=10.5901%2fmjss.2013.v4n9p503&partnerID=40&md5=e801c0cc1e019ce1961cf418e78a9101","The present research addresses the phenomenon of recurrence at structural, semantic and metatext levels and aims to analyze its impact on the author's argumentative line and text identity. The paper focuses on the use of prospective and retrospective iteration that plays a particularly significant role in scholarly literature where an academic text is due to comply with specific regulations and to report on the research results in the most objective way. To achieve the goal academic writers rely on employing a system of concepts typical of a particular science, providing unquestionable arguments and critical approach to convince the readers and win their trust. Scholarly articles related to management studies have been exposed to content analysis methodology and the findings reveal that recurrence as a multifunctional phenomenon is an integral part of narrative since it structures the composition, discloses the author's intention, supplements well justified reasoning through clarification, interpretation, explanation, accentuation and contributes to text consistency, cohesion and coherence.","Argumentative line; Coherence; Prospective and retrospective exposition; Recurrence",,"English",Article,Scopus,2-s2.0-84892494013
"Malyshev D.S.","25522390800;","Classes of subcubic planar graphs for which the independent set problem is polynomially solvable",2013,"Journal of Applied and Industrial Mathematics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888412698&doi=10.1134%2fS199047891304008X&partnerID=40&md5=002a92c8e4b810fa294f16bff938571a","We prove the polynomial solvability of the independent set problem for some family of classes of the planar subcubic graphs. © 2013 Pleiades Publishing, Ltd.","boundary class; computational complexity; efficient algorithm; independent set problem","boundary class; Independent set problems; Polynomially solvable; Subcubic graphs; Subcubic planar graphs; Algorithms; Computational complexity; Graph theory; Problem solving","English",Article,Scopus,2-s2.0-84888412698
"Korolev N.A., Nikitenko V.R., Tyutnev A.P.","16052633600;7004608947;7005402871;","Numerical modeling of the polarization current of geminate pairs in disordered polymers with traps",2013,"Semiconductors",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885588001&doi=10.1134%2fS1063782613100163&partnerID=40&md5=36b327c8b6368de192e56d2625136b25","The time dependences of the polarization current of geminate pairs in disordered media are simulated by the Monte Carlo numerical method. A model of hopping transport with exponential energy distribution of the hopping centers is considered. The dependence of the polarization-current kinetics on the initial geminate-pair separation, the relative concentration of traps, the temperature, and the strength of the applied electric field is investigated. The limits of the applicability of an analytical theory based on the driftdiffusion description of electron and hole motion of the geminate pair in the dispersive-transport mode are discussed. The range of parameters is determined in which the existence of the negative current is possible. © 2013 Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84885588001
"Popov V.L.","13605069500;","Tori in the Cremona groups",2013,"Izvestiya Mathematics",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884630704&doi=10.1070%2fIM2013v077n04ABEH002659&partnerID=40&md5=f9f2a2cf9587f5837edab430d70ed23b","We classify up to conjugacy all subgroups of certain types in the full, affine and special affine Cremona groups and prove that the normalizers of these subgroups are algebraic. As an application, we obtain new results on the linearization problem by generalizing Bia lynicki-Birula's results of 1966-67 to disconnected groups. We prove fusion theorems for n-dimensional tori in the affine and special affine Cremona groups of rank n, and introduce and discuss the notions of Jordan decomposition and torsion primes for the Cremona groups. © 2013 RAS(DoM) and LMS.","Affine Cremona group; Algebraic torus; Conjugate subgroups; Cremona group; Diagonalizable algebraic group; Fusion theorems; Torsion primes",,"English",Article,Scopus,2-s2.0-84884630704
"Thurner T.W., Varughese A.","23978154900;55793020200;","Experiences of project developers around CDM projects in South Africa",2013,"Energy Policy",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882245656&doi=10.1016%2fj.enpol.2013.06.013&partnerID=40&md5=4c5087e7769ff20ef80d9a14a7a32872","Project developers in South Africa are puzzled with the long process of evaluating and registering their CDM projects. In addition to other obstacles, we find that South African big businesses are rather reluctant to engage in any new business activities such as CDM projects and municipalities often lack the necessary flexibility. This offers opportunities for small-scale project developers who spot the opportunities and find creative solutions to overcome these difficulties. © 2013 Elsevier Ltd.","Africa; CDM; Green growth","Africa; Business activities; CDM; CDM projects; Creative solutions; Green growths; Project developers; South Africa; Energy policy; business development; clean development mechanism; environmental economics; project assessment; project management; sustainable development; South Africa","English",Article,Scopus,2-s2.0-84882245656
"Feigin E., Finkelberg M.","6701558236;6602282553;","Degenerate flag varieties of type A: Frobenius splitting and BW theorem",2013,"Mathematische Zeitschrift",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880385597&doi=10.1007%2fs00209-012-1122-9&partnerID=40&md5=943fcb6812001e02f1cc0bd2e7ad069a","Let Fλa be the PBW degeneration of the flag varieties of type An-1. These varieties are singular and are acted upon with the degenerate Lie group SLna. We prove that Fλa have rational singularities, are normal and locally complete intersections, and construct a desingularization Rλ of Fλa. The varieties Rλ can be viewed as towers of successive ℙ1-fibrations, thus providing an analogue of the classical Bott-Samelson-Demazure-Hansen desingularization. We prove that the varieties Rλ are Frobenius split. This gives us Frobenius splitting for the degenerate flag varieties and allows to prove the Borel-Weil type theorem for Fλa. Using the Atiyah-Bott-Lefschetz formula for Rλ, we compute the q-characters of the highest weight sln-modules. © 2012 Springer-Verlag Berlin Heidelberg.",,,"English",Article,Scopus,2-s2.0-84880385597
"Romanov I., Shamaev A.","50162257800;6603596715;","Exact controllability of the distributed system, governed by string equation with memory",2013,"Journal of Dynamical and Control Systems",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887252239&doi=10.1007%2fs10883-013-9199-y&partnerID=40&md5=5dd064d6edce92e35a19cdab6bdb414f","We will consider the exact controllability of the distributed system, governed by string equation with memory. It will be proved that this mechanical system can be driven to an equilibrium point in a finite time, the absolute value of the distributed control function being bounded. In this case, the memory kernel is a linear combination of exponentials. © 2013 Springer Science+Business Media New York.","Bounded control; Controllability to rest; String equation with memory","Bounded controls; Distributed control functions; Distributed systems; Equilibrium point; Exact controllability; Linear combinations; Mechanical systems; String equations; Nonlinear equations; Controllability","English",Article,Scopus,2-s2.0-84887252239
"Bezhaeva Z.I., Oseledets V.I.","6506143208;6603097259;","The hausdorff dimension of the support of the Erdös measure and symbolic dynamics",2013,"Journal of Dynamical and Control Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887228685&doi=10.1007%2fs10883-013-9195-2&partnerID=40&md5=468ef3f67b9afdefec111442d1c3a1d8","Algorithm is given for computation of the Hausdorff dimension of the support of the Erdos measure for a Pisot number. © 2013 Springer Science+Business Media New York.","Deterministic automaton; Entropy; Erdos measure; Hausdorff dimension; Pisot number; Sofic set","Deterministic automata; Erdos measure; Hausdorff dimension; Pisot numbers; Sofic set; Automata theory; Entropy; Fractals","English",Article,Scopus,2-s2.0-84887228685
"Barash L.Y., Shchur L.N.","12765472700;56004933800;","RNGSSELIB: Program library for random number generation. More generators, parallel streams of random numbers and Fortran compatibility",2013,"Computer Physics Communications",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883137299&doi=10.1016%2fj.cpc.2013.04.007&partnerID=40&md5=576c89a663869181bc10dd4e41dcc5f8","In this update, we present the new version of the random number generator (RNG) library RNGSSELIB, which, in particular, contains fast SSE realizations of a number of modern and most reliable generators [1]. The new features are: (i) Fortran compatibility and examples of using the library in Fortran; (ii) new modern and reliable generators; (iii) the abilities to jump ahead inside a RNG sequence and to initialize up to 10 19 independent random number streams with block splitting method. © 2013 Elsevier B.V. All rights reserved.","Carlo; Extensions; Monte; Pseudorandom numbers; Random number generation; Random numbers; SIMD; Statistical methods; Streaming","Carlo; Extensions; Monte; Pseudo-random numbers; Random Numbers; SIMD; Acoustic streaming; FORTRAN (programming language); Statistical methods; Random number generation","English",Article,Scopus,2-s2.0-84883137299
"Litvinov G.L., Rodionov A.Y., Sergeev S.N., Sobolevski A.N.","6701899871;22994744300;36824189800;7004013625;","Universal algorithms for solving the matrix Bellman equations over semirings",2013,"Soft Computing",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883822084&doi=10.1007%2fs00500-013-1027-5&partnerID=40&md5=b5cd631a68d2cda6eec7042bd61e6391","This paper is a survey on universal algorithms for solving the matrix Bellman equations over semirings and especially tropical and idempotent semirings. However, original algorithms are also presented. Some applications and software implementations are discussed. © 2013 Springer-Verlag Berlin Heidelberg.",,"Bellman equations; Idempotent semirings; Original algorithms; Semirings; Software implementation; Universal algorithm; Algorithms; Dynamic programming","English",Article,Scopus,2-s2.0-84883822084
"Cerulli Irelli G., Feigin E., Reineke M.","55274253800;6701558236;6602920692;","Desingularization of quiver Grassmannians for Dynkin quivers",2013,"Advances in Mathematics",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880384295&doi=10.1016%2fj.aim.2013.05.024&partnerID=40&md5=ba5fc36e87844bbe95daf7fb5ebd9cfc","A desingularization of arbitrary quiver Grassmannians for representations of Dynkin quivers is constructed in terms of quiver Grassmannians for an algebra derived equivalent to the Auslander algebra of the quiver. © 2013 Elsevier Ltd.","Desingularizations; Quiver Grassmannians",,"English",Article,Scopus,2-s2.0-84880384295
"Bogomolov F., Rovinsky M.","6603748855;56629128300;","Collineation group as a subgroup of the symmetric group",2013,"Central European Journal of Mathematics",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868031052&doi=10.2478%2fs11533-012-0131-6&partnerID=40&md5=94f164cf201806efbc6c629844cc1fc0","Let ψ be the projectivization (i. e., the set of one-dimensional vector subspaces) of a vector space of dimension ≥ 3 over a field. Let H be a closed (in the pointwise convergence topology) subgroup of the permutation group S ψ of the set ψ. Suppose that H contains the projective group and an arbitrary self-bijection of ψ transforming a triple of collinear points to a non-collinear triple. It is well known from [Kantor W. M., McDonough T. P., On the maximality of PSL(d+1,q), d ≥ 2, J. London Math. Soc., 1974, 8(3), 426] that if ψ is finite then H contains the alternating subgroup A ψ of S ψ. We show in Theorem 3. 1 that H=S ψ,if ψ, if ψ is infinite. © 2012 Versita Warsaw and Springer-Verlag Wien.","Collineations; Projective group; Symmetric groups",,"English",Article,Scopus,2-s2.0-84868031052
"Avetisov V.A., Ivanov V.A., Meshkov D.A., Nechaev S.K.","35560504700;55459728200;55994077300;7006930329;","Fractal globule as a molecular machine",2013,"JETP Letters",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891898451&doi=10.1134%2fS0021364013170025&partnerID=40&md5=2205cc263ba95b4b19acb98deff1af40","A fractal (crumpled) polymer globule, which is an unusual equilibrium state of a condensed unknotted macromolecule that is experimentally found in the DNA folding in human chromosomes, has been formed through the hierarchical collapse of a polymer chain. The relaxation dynamics of the elastic network constructed through the contact matrix of the fractal globule has been studied. It has been found that the fractal globule in its dynamic properties is similar to a molecular machine. © 2013 Pleiades Publishing, Inc.",,,"English",Article,Scopus,2-s2.0-84891898451
"Golubin A.Y.","55885947500;","On Pareto optimality conditions in the case of two-dimension non-convex utility space",2013,"Operations Research Letters",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884389785&doi=10.1016%2fj.orl.2013.08.012&partnerID=40&md5=24db786b3e1f0c9688de7fb8384dc96c","The paper suggests a new - to the best of the author's knowledge - characterization of Pareto-optimal decisions for the case of two-dimensional utility space which is not supposed to be convex. The main idea is to use the angle distances between the bisector of the first quadrant and points of utility space. A necessary and sufficient condition for Pareto optimality in the form of an equation is derived. The first-order necessary condition for optimality in the form of a pair of equations is also obtained. © 2013 Elsevier B.V. All rights reserved.","Pareto optimality; Scalarization; Two-dimension utility space","First-order necessary conditions; Pareto-optimal; Pareto-optimality; Scalarization; Two-dimension; Management science; Operations research; Pareto principle","English",Article,Scopus,2-s2.0-84884389785
"Tatiana L., Maxim E.","24178219500;51563485600;","Innovation development of Russian economy: Challenges of decade",2013,"International Conference on Management Science and Engineering - Annual Conference Proceedings",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884345144&doi=10.1109%2fICMSE.2013.6586404&partnerID=40&md5=810bbfca867de80fd24c10b9c1bd818f","The current status of the Russian economy, its role in the international division of labor and status of innovational potential leave much to be desired. Overcoming of these negative tendencies is possible only under activation and development of venture innovative activity, creation of new forms of innovative infrastructure. An innovative type of development involves variation and updating of forms of activities in accordance with shifts in the technological base, values, stereotypes of the production and consumer behavior in society and business entities, with any changes in the socio-economic system and its links with the outside world © 2013 IEEE.","development institutional mechanism; innovation","Business entities; Current status; Division of labor; Innovative activities; New forms; Russian economy; Socio-economic systems; Economics; Management science; Innovation","English",Conference Paper,Scopus,2-s2.0-84884345144
"Babenko M., Kolesnichenko I., Starikovskaya T.","36928337300;35573775300;24339291900;","On minimal and maximal suffixes of a substring",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884335679&doi=10.1007%2f978-3-642-38905-4_5&partnerID=40&md5=5991b0b52cfdf430001a8499e9700545","Lexicographically minimal and lexicographically maximal suffixes of a string are fundamental notions of stringology. It is well known that the lexicographically minimal and maximal suffixes of a given string S can be computed in linear time and space by constructing a suffix tree or a suffix array of S. Here we consider the case when S is a substring of another string T of length n. We propose two linear-space data structures for T which allow to compute the minimal suffix of S in O(log1+ε n) time (for any fixed ε &gt; 0) and the maximal suffix of S in O(logn) time. Both data structures take O(n) time to construct. © 2013 Springer-Verlag.",,"Linear spaces; Linear time; Stringology; Substring; Suffix arrays; Suffix-trees; Artificial intelligence; Computer science; Pattern matching","English",Conference Paper,Scopus,2-s2.0-84884335679
"Kovalyuk V., Hartmann W., Kahl O., Kaurova N., Korneev A., Goltsman G., Pernice W.H.P.","35778256000;56680763800;56898793400;6507396101;7006297830;7006771637;16040560600;","Absorption engineering of NbN nanowires deposited on silicon nitride nanophotonic circuits",2013,"Optics Express",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884572498&doi=10.1364%2fOE.21.022683&partnerID=40&md5=d3e3ad10627117488cf38624f57d464c","We investigate the absorption properties of U-shaped niobium nitride (NbN) nanowires atop nanophotonic circuits. Nanowires as narrow as 20nm are realized in direct contact with Si3N4 waveguides and their absorption properties are extracted through balanced measurements. We perform a full characterization of the absorption coefficient in dependence of length, width and separation of the fabricated nanowires, as well as for waveguides with different cross-section and etch depth. Our results show excellent agreement with finite-element analysis simulations for all considered parameters. The experimental data thus allows for optimizing absorption properties of emerging single-photon detectors co-integrated with telecom wavelength optical circuits. © 2013 Optical Society of America.",,"Absorption co-efficient; Absorption property; Direct contact; Nanophotonic circuits; Niobium nitride; Optical circuits; Single-photon detectors; Telecom wavelengths; Finite element method; Nanophotonics; Particle beams; Silicon nitride; Waveguides; Nanowires","English",Article,Scopus,2-s2.0-84884572498
"Van Tiel B., Van Miltenburg E., Zevakhina N., Geurts B.","55308073200;57160415100;57160174500;9334731900;","Scalar diversity",2013,"Journal of Semantics",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960128679&doi=10.1093%2fjos%2fffu017&partnerID=40&md5=50a12db3286c6c182db9de00cba543f9","We present experimental evidence showing that there is considerable variation between the rates at which scalar expressions from different lexical scales give rise to Upper-Bounded construals. We investigated two factors that might explain the variation between scalar expressions: first, the availability of the lexical scales, which we measured on the basis of association strength, grammatical class, word frequencies and semantic relatedness, and, secondly, the distinctness of the scalemates, which we operationalized on the basis of semantic distance and boundedness. It was found that only the second factor had a significant effect on the rates of scalar inferences. © The Author 2014.",,,"English",Article,Scopus,2-s2.0-84960128679
"Gokhberg L., Meissner D.","6508192345;55337583500;","Innovation: Superpowered invention",2013,"Nature",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984930110&doi=10.1038%2f501313a&partnerID=40&md5=6f857e2991716f3cd92b27a3654688ae",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84984930110
"Maslov V.P., Maslova T.V.","7202893841;15725725800;","Unbounded probability theory and its applications",2013,"Theory of Probability and its Applications",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884128622&doi=10.1137%2fS0040585X97986084&partnerID=40&md5=cb69278de0c0d7d64b0f5441d53e68f1","The order statistics and empirical mathematical expectation (also called the estimate of mathematical expectation in the literature) are considered in the case of infinitely increasing random variables. The Kolmogorov concept, which he used in the theory of complexity, and the relationship with thermodynamics, which was pointed out already by Poincaré, are considered. We compare the mathematical expectation (which is a generalization of the notion of arithmetical mean, and is generally equal to infinity for any increasing sequence of random variables) with the notion of temperature in thermodynamics while deploying a certain analogue of nonstandard analysis. It is shown that there is a relationship with the Van der Waals law of corresponding states. A number of applications of this concept in economics, in internet information networks, and self-teaching systems are also considered. © by SIAM.","Bose gas; Distribution according to income; Law of corresponding states; Maxwell rule; Monte carlo method; Nonstandard analysis; Queuing theory; Specific entropy; Theory of complexity; Thermodynamics; Wiener quantization; World wide web",,"English",Article,Scopus,2-s2.0-84884128622
"Kim K.O., Choi B.H., Pelinovsky E., Jung K.T.","8948403700;55712667300;7004951110;35210634600;","Three-dimensional simulation of 2011 East Japan-off Pacific coast earthquake tsunami induced vortex flows in the Oarai port",2013,"Journal of Coastal Research",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883773879&doi=10.2112%2fSI65-049&partnerID=40&md5=c1a07efed8e6257384d7555ab6b2e1ee","The huge tsunami was generated by the 11 March 2011 off coast of the Pacific side of East Japan, recording a maximum 40 meter run up in Iwate prefecture. The tsunami wave attacked the Oarai port of Ibaraki prefecture within 30 minutes, and created an enormous vortex flow within the harbor. A similar feature was observed in the Imwon port, in the Eastern Korean coast during the 1983 tsunami event in the East (Japan) Sea. A set of simulations have been performed to investigate the generation of the powerful vortex caused by the 2011 tsunami event at the Oarai Port. The application of numerical models has successfully reproduced the formation of the vortex in the center of the port, which can be clearly identified in a photograph taken during the tsunami. The simulation of tsunami generation and propagation at the outer sea is performed with a hydrostatic model and, for the investigation of a more detailed transient pattern of water flows, the model which uses full Reynolds-averaged Navier-Stokes equations is applied. Examination of the Oarai and Imwon vortexes implies that the generation and strength of a vortex due to tsunami wave is strongly related in the size and the shape of port and breakwater layouts. The present work indicates that time-variation the inflow through the mouth of a harbor controls the transient pattern of the vortex. © Coastal Education & Research Foundation 2013.","2011 East Japan earthquake; Tsunami induced vortex; Tsunami numerical modeling","breakwater; computational fluid dynamics; earthquake event; harbor; inflow; Navier-Stokes equations; numerical model; port; Reynolds number; three-dimensional modeling; tsunami; vortex; wave runup; Honshu; Ibaraki; Iwate; Japan; Kanto; Oarai; Pacific Coast [Japan]; Tohoku","English",Conference Paper,Scopus,2-s2.0-84883773879
"Dunham D.W., Eismont N.A., Boyarsky M., Ledkov A., Nazirov R., Chumachenko E., Fedyaev K.","7005970860;6603166598;8864848000;55361555900;6603615788;7004559856;6603124034;","Using small asteroids to deflect larger dangerous asteroids",2013,"AIAA Guidance, Navigation, and Control (GNC) Conference",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883667817&partnerID=40&md5=4d3a4cfbe486084cbf8ca6f86289fbec","The basic concept involves targeting a very small asteroid, about 10 meters across, to impact a larger dangerous one. The minimum size of the small asteroid is determined by the ability to detect it and to determine its orbit. Near-Earth asteroids (NEA's) are selected from those that have a fly-by distance from Earth of the order of hundreds of thousands of kilometers. According to current estimates, the number of near Earth asteroids with such sizes is very large, making it possible to find the required small asteroid. Further, the possibility is evaluated of changing the small asteroid's orbit so that, by application of a very limited ΔV impulse, the object is targeted to a gravity assist maneuver (Earth swingby) that puts it on a collision course with a dangerous asteroid. In order to apply the required ΔV impulse, it is necessary to install on the small asteroid an appropriate propulsion system with required propellant mass. A control system similar to that used on a spacecraft is also necessary. The Keck study has already shown the feasibility of performing the above steps to change the orbit of similar asteroids to target them to a lunar orbit; our idea is similar in orbital energetics to that, only for slightly larger objects and targeting them to an Earth B-plane point rather than the vicinity of the Moon. Of course, any real test of this (or of any other deflection) strategy should first be performed on a benign asteroid whose orbital parameters give the asteroid no significant chance of a natural impact with the Earth during at least the next million years, even in the case of small changes in its orbit.",,"Basic concepts; Collision course; Current estimates; Gravity assist maneuvers; Near-earth asteroids; Orbital parameters; Propellant mass; Propulsion system; Flight control systems; Moon; Orbits; Asteroids","English",Conference Paper,Scopus,2-s2.0-84883667817
"Kogan K., Nikolenko S., Culhane W., Eugster P., Ruan E.","8219662100;13608710100;55447471700;16303930200;55849324400;","Towards efficient implementation of packet classifiers in SDN/OpenFlow",2013,"HotSDN 2013 - Proceedings of the 2013 ACM SIGCOMM Workshop on Hot Topics in Software Defined Networking",27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883731481&doi=10.1145%2f2491185.2491219&partnerID=40&md5=7f22792b882f6d87029eb7e6d83f6290","Traffic classification is a core problem underlying efficient implementation of network services. In this work we draw from our experience in classifier design for commercial systems to address this problem in SDN and OpenFlow. We identify methods from other fields of computer science and show research directions that can be applied for efficient design of packet classifiers. Proposed abstractions and design patterns can significantly reduce requirements on network elements and enable deployment of functionality that would be infeasible in a traditional way. © 2013 ACM.",,"Classifier design; Commercial systems; Design Patterns; Efficient designs; Efficient implementation; Network element; Network services; Traffic classification; Telecommunication traffic","English",Conference Paper,Scopus,2-s2.0-84883731481
"Shpiz G.B., Litvinov G.L., Sergeev S.N.","6506249581;6701899871;36824189800;","On common eigenvectors for semigroups of matrices in tropical and traditional linear algebra",2013,"Linear Algebra and Its Applications",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880292174&doi=10.1016%2fj.laa.2013.04.036&partnerID=40&md5=bf1efb6157a0b13e0d68d5386599c6fb","We prove the existence of a common eigenvector for commutative, nilpotent and quasinilpotent semigroups of matrices with complex or real nonnegative entries both in the conventional and tropical linear algebra. © 2013 Elsevier Inc. All rights reserved.","Common eigenvector; Idempotent mathematics; Matrix semigroups; Max algebra","Common eigenvector; Idempotent mathematics; Matrix semigroups; Max algebra; Nilpotent; Nonnegative entries; Semigroups; Linear algebra; Mathematical techniques; Eigenvalues and eigenfunctions","English",Article,Scopus,2-s2.0-84880292174
"Saris W.E., Knoppen D., Schwartz S.H.","7102543607;12752150200;7403606009;","Operationalizing the theory of human values: Balancing homogeneity of reflective items and theoretical coverage",2013,"Survey Research Methods",20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883643022&partnerID=40&md5=dd8a0d4479a31c538b0c855265caf008","Schwartz's theory of human values, as operationalized using different instruments such as the Portrait Values Questionnaire (PVQ), was confirmed by multiple studies using Smallest Space Analysis (SSA). Because of its success, a short version of the PVQ was introduced in the European Social Survey (ESS). However, initial tests using Confirmatory Factor Analysis (CFA) pointed to low discriminant validity of the 10 basic values: The correlations between values next to each other in the two-dimensional space described by SSA were close to or greater than 1. In response, one research stream suggested combining the factors with low discriminant validity. Another stream suggested that the problem was not low discriminant validity but rather misspecifications in the model. Analyses of the short Portrait Values Questionnaire of the ESS confirmed the latter view. This paper demonstrates that the problems of the short version of the PVQ exist in the full 40-item PVQ as well. Based on SEM analyses of the items of the full PVQ, we propose that it can provide measures of 15 more narrowly defined values with good discriminant validity. Our proposal respects the conceptual complexity of the values theory while avoiding contamination of composite scores. It can be expected that the improved measurement of 15 values will increase their predictive power. The presence of some single items suggests the extension of the value theory and scales to encompass more than 15 values. Implications for further development of the scale are drawn. © European Survey Research Association.","CFA; Composite scores; Human values; Portrait Values Questionnaire; Validity",,"English",Article,Scopus,2-s2.0-84883643022
"Agafonov A.V., Bagulya A.V., Dalkarov O.D., Negodaev M.A., Oginov A.V., Rusetskiy A.S., Ryabov V.A., Shpakov K.V.","57193364056;6602720268;6602868365;8443641100;15056770100;46861332400;7102296247;42462310300;","Observation of neutron bursts produced by laboratory high-voltage atmospheric discharge",2013,"Physical Review Letters",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884268781&doi=10.1103%2fPhysRevLett.111.115003&partnerID=40&md5=35f078ee9d2884fe59a1159fdc837100","For the first time the emission of neutron bursts in the process of high-voltage discharge in air was observed. Experiments were carried out at an average electric field strength of ∼1 MV·m-1 and discharge current of ∼10 kA. Two independent methods (CR-39 track detectors and plastic scintillation detectors) registered neutrons within the range from thermal energies up to energies above 10 MeV and with an average flux density of 106 cm-2 per shot inside the discharge zone. Neutron generation occurs at the initial phase of the discharge and correlates with x-ray generation. The data obtained allow us to assume that during the discharge fast neutrons are mainly produced. © 2013 American Physical Society.",,"Atmospheric discharge; Discharge currents; Discharge zone; Electric field strength; High-voltage discharges; Plastic scintillation detectors; Track detectors; X-ray generation; Atomic physics; Physics; Electric fields","English",Article,Scopus,2-s2.0-84884268781
"Mozgovoi Y.D., Khritkin S.A.","6506039249;6507637494;","Features of electron and positron beams interaction in a smooth waveguide",2013,"14th IEEE International Vacuum Electronics Conference, IVEC 2013 - Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883443220&doi=10.1109%2fIVEC.2013.6570990&partnerID=40&md5=6cc01eed6279f10f299ae1a0c1087c2b","Currently developing new scientific direction-gamma electronics, which investigated the interaction of the electron and positron beams with the electromagnetic field in the γ-range wavelength. Gamma-electronics study tasks and problems of production and long existence the electron-positron substance (EPS) with unique properties. The ability to manage the use of the energy of electron-positron pairs to implement the EPS and the creation microwave amplifiers and oscillators on powerful multi-beam flows of slow electrons and positrons is an important problem of relativistic electronics. © 2013 IEEE.","dispersion characteristics; electrodynamics systems; electron and positron beams; multiple-beams; TWT","Dispersion characteristics; Electron-positron pairs; Multiple beam; Positron beams; Slow electrons; TWT; Electromagnetic fields; Particle beams; Positrons; Vacuum technology; Electrons","English",Conference Paper,Scopus,2-s2.0-84883443220
