Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Sergeev A.N., Veselov A.P.","55424206600;16424229900;","Jack-Laurent symmetric functions for special values of parameters",2016,"Glasgow Mathematical Journal",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980338870&doi=10.1017%2fS0017089515000361&partnerID=40&md5=b848e398493205f15bcdcc9b1b9dffd0","We consider the Jack-Laurent symmetric functions for special values of parameters p 0=n+k -1 m, where k is not rational and m and n are natural numbers. In general, the coefficients of such functions may have poles at these values of p 0. The action of the corresponding algebra of quantum Calogero-Moser integrals (k, p 0) on the space of Laurent symmetric functions defines the decomposition into generalised eigenspaces. We construct a basis in each generalised eigenspace as certain linear combinations of the Jack-Laurent symmetric functions, which are regular at p 0=n+k -1 m, and describe the action of (k, p 0) in these eigenspaces. © Glasgow Mathematical Journal Trust 2015.",,,"English",Article,Scopus,2-s2.0-84980338870
"Khoroshkin A., Merkulov S., Willwacher T.","16042672000;7003712782;6506932030;","On Quantizable Odd Lie Bialgebras",2016,"Letters in Mathematical Physics",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978707070&doi=10.1007%2fs11005-016-0873-3&partnerID=40&md5=e16e3aaca506b973c4929a5bc50a5830","Motivated by the obstruction to the deformation quantization of Poisson structures in infinite dimensions, we introduce the notion of a quantizable odd Lie bialgebra. The main result of the paper is a construction of the highly non-trivial minimal resolution of the properad governing such Lie bialgebras, and its link with the theory of so-called quantizable Poisson structures. © 2016, Springer Science+Business Media Dordrecht.","deformation quantization; Lie bialgebras; Poisson structures; properads and props",,"English",Article,Scopus,2-s2.0-84978707070
"Lyukmanova E.N., Shulepko M.A., Shenkarev Z.O., Kasheverov I.E., Chugunov A.O., Kulbatskii D.S., Myshkin M.Y., Utkin Y.N., Efremov R.G., Tsetlin V.I., Arseniev A.S., Kirpichnikov M.P., Dolgikh D.A.","6505894442;35095714500;7801695075;6701702701;34569445900;57164821700;56472748500;35598587900;8308626600;7006181582;7004278284;7005699025;35594627700;","Central loop of non-conventional toxin WTX from Naja kaouthia is important for interaction with nicotinic acetylcholine receptors",2016,"Toxicon",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977090478&doi=10.1016%2fj.toxicon.2016.06.012&partnerID=40&md5=cecab891df0c5ac4411a56d9c8c87151","‘Three-finger’ toxin WTX from Naja kaouthia interacts with nicotinic and muscarinic acetylcholine receptors (nAChRs and mAChRs). Mutagenesis and competition experiments with 125 I-α-bungarotoxin revealed that Arg31 and Arg32 residues from the WTX loop II are important for binding to Torpedo californica and human α7 nAChRs. Computer modeling suggested that loop II occupies the orthosteric binding site at α7 nAChR. The similar toxin interface was previously described as a major determinant of allosteric interactions with mAChRs. © 2016 Elsevier Ltd","Computer modeling; Ly-6/uPAR; Nicotinic acetylcholine receptor; Site-directed mutagenesis; Snake neurotoxin; Three-finger protein","alpha bungarotoxin i 125; muscarinic receptor; neurotoxin; nicotinic receptor; non conventional weak snake venom; snake venom; unclassified drug; nicotinic receptor; snake venom; Weak toxin, Naja; allosterism; Article; binding affinity; binding site; computer model; conformation; controlled study; molecular docking; molecular dynamics; Naja; Naja kaouthia; nonhuman; priority journal; protein interaction; sequence analysis; site directed mutagenesis; Torpedo californica; amino acid sequence; chemistry; drug effects; genetics; human; sequence homology; Amino Acid Sequence; Elapid Venoms; Humans; Mutagenesis, Site-Directed; Receptors, Nicotinic; Sequence Homology, Amino Acid","English",Article,Scopus,2-s2.0-84977090478
"Gámiz M.L., Mammen E., Miranda M.D.M., Nielsen J.P.","23980154500;7101939789;56229818000;7404067454;","Double one-sided cross-validation of local linear hazards",2016,"Journal of the Royal Statistical Society. Series B: Statistical Methodology",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949499682&doi=10.1111%2frssb.12133&partnerID=40&md5=122aaf09f294909bc8f1a420566b4cf3","The paper brings together the theory and practice of local linear kernel hazard estimation. Bandwidth selection is fully analysed, including double one-sided cross-validation that is shown to have good practical and theoretical properties. Insight is provided into the choice of the weighting function in the local linear minimization and it is pointed out that classical weighting sometimes lacks stability. A new semiparametric hazard estimator transforming the survival data before smoothing is introduced and shown to have good practical properties. © 2015 Royal Statistical Society","Aalen's multiplicative model; Cross-validation; Double one-sided cross-validation; Filtered data; Local linear estimation; Semiparametric estimation",,"English",Article,Scopus,2-s2.0-84949499682
"Popov V.V., Yastrebtsev A.A., Smirnov I.S., Monakhov I.S., Novoselova E.G., Tsarenko N.A., Udovskii A.L.","56972426200;57188750936;7202245163;55683326100;56565693900;6602640447;6508260684;","Stabilization of the fluorite phase in the ZrO 2 –Y 2 O 3 system",2016,"Russian Metallurgy (Metally)",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010047728&doi=10.1134%2fS0036029516090111&partnerID=40&md5=c4c1ee9832ba67c9f4abc3caf7b602c6","The calculated and experimental vertical ZrO 2 –Y 2 O 3 sections of the Zr–Y–O system are compared to find the region of a stable fluorite structure of yttrium-stabilized zirconia (YSZ). X-ray diffraction (XRD) and Raman scattering are used to study the crystal and local structures of mixed oxide 0.82ZrO 2 · 0.18Y 2 O 3 (18YSZ) powders prepared by isothermal annealing of a precursor precipitated from a salt solution. The formation of a fluorite-type fcc structure (space group Fm3 ¯ m) in the powders is detected by XRD. Raman scattering study of the local structure of the cubic 18YSZ powders revealed traces of the tetragonal phase in them. © 2016, Pleiades Publishing, Ltd.",,"Isothermal annealing; Powders; Raman scattering; X ray diffraction; X ray powder diffraction; Zirconia; Zirconium alloys; Fcc structures; Fluorite phase; Fluorite structure; Fluorite types; Local structure; Salt solution; Tetragonal phase; Yttrium-stabilized zirconia; Fluorspar","English",Article,Scopus,2-s2.0-85010047728
"Romanov I.V., Shamaev A.S.","50162257800;6603596715;","Exact bounded boundary controllability of vibrations of a two-dimensional membrane",2016,"Doklady Mathematics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994731814&doi=10.1134%2fS1064562416050057&partnerID=40&md5=b91cb682538aec43b8658969b7aa49c1","The boundary control of vibrations of a plane membrane is considered. A constraint is imposed on the absolute value of the control function. The goal of the control is to drive the membrane to rest. The proof technique used in this paper can be applied to a membrane of any dimension, but the two-dimensional case is considered for simplicity and illustrative purposes. © 2016, Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84994731814
"Khaltourina D., Korotayev A.","6504249046;7003940480;","Alcohol control policies and alcohol-related mortality in Russia: Reply to razvodovsky and nemtsov",2016,"Alcohol and Alcoholism",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991309729&doi=10.1093%2falcalc%2fagw022&partnerID=40&md5=a621acfa7b76c08e7fc44d841a1b8576",[краткое описание не найдено],,"alcohol consumption; alcohol intoxication; alcohol production; Article; autumn; government regulation; human; interpersonal communication; law; mortality; mortality rate; priority journal; publication; Russian Federation; social media; toxic hepatitis; drinking behavior; mortality; alcohol; Alcohol Drinking; Ethanol; Humans; Mortality; Russia","English",Article,Scopus,2-s2.0-84991309729
"Chernyshev V.L., Tolchennikov A.A., Shafarevich A.I.","22978469800;24176272200;8983894300;","Behavior of quasi-particles on hybrid spaces. Relations to the geometry of geodesics and to the problems of analytic number theory",2016,"Regular and Chaotic Dynamics",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990877420&doi=10.1134%2fS156035471605004X&partnerID=40&md5=1a83581a70267ab5306b2ec53bba1e38","We review our recent results concerning the propagation of “quasi-particles” in hybrid spaces — topological spaces obtained from graphs via replacing their vertices by Riemannian manifolds. Although the problem is purely classical, it is initiated by the quantum one, namely, by the Cauchy problem for the time-dependent Schrödinger equation with localized initial data.We describe connections between the behavior of quasi-particles with the properties of the corresponding geodesic flows. We also describe connections of our problem with various problems in analytic number theory. © 2016, Pleiades Publishing, Ltd.","hybrid spaces; integral points in polyhedra; propagation of quasi-particles; properties of geodesic flows; theory of abstract primes",,"English",Article,Scopus,2-s2.0-84990877420
"Mandrykin M.U., Khoroshilov A.V.","55173581000;54881742400;","Region analysis for deductive verification of C programs",2016,"Programming and Computer Software",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988037227&doi=10.1134%2fS0361768816050042&partnerID=40&md5=4ceddf109b7b802abb51cb1b0c420f97","This paper presents a memory model with nonoverlapping memory areas (regions) for the deductive verification of C programs. This memory model uses a core language that supports arbitrary nesting of structures, unions, and arrays into other structures and allows reducing the number of user-provided annotations as a result of region analysis. This paper also describes semantics of the core language and normalizing transformations for translating an input annotated C program into a program in the core language. In addition, an encoding is proposed for modeling the memory state of a core-language program with logical formulas as described by the model semantics of the core language. For the model semantics, the soundness and completeness theorems are proved. Additional constraints on the typing context of the core-language terms are described that determine the result of the region analysis enabling the complete modeling of a limited class of programs without using additional annotations. A proof sketch for the theorem stating completeness of the proposed region analysis for a limited class of programs is presented. © 2016, Pleiades Publishing, Ltd.",,"Modeling languages; Program translators; Semantics; Arbitrary nesting; Deductive verification; Logical formulas; Memory modeling; Model semantics; Normalizing transformation; Region analysis; Soundness and completeness; C (programming language)","English",Article,Scopus,2-s2.0-84988037227
"Get’man I., Ivannikov V.P., Markin Y.V., Padaryan V.A., Tikhonov A.Y.","57203189281;7006536801;6701352034;56034588500;57191224726;","Data representation model for in-depth analysis of network traffic",2016,"Programming and Computer Software",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988000661&doi=10.1134%2fS0361768816050030&partnerID=40&md5=61610bd04defa3d32420ecbdf6ae4b50","This paper proposes a new object model of data for the in-depth analysis of network traffic. In contrast to the model used by most modern network analyzers (for example, Wireshark and Snort), the proposed model supports data stream reassembling with subsequent parsing. The model also provides a convenient universal mechanism for binding parsers, thus making it possible to develop completely independent parsers. Moreover, the proposed model allows processing modified—compressed or encrypted—data. This model forms the basis of the infrastructure for the in-depth analysis of network traffic. © 2016, Pleiades Publishing, Ltd.",,"Software engineering; Data representation models; Data-stream reassembling; In-depth analysis; Network traffic; Object model; Universal mechanisms; Wireshark; Computer software","English",Article,Scopus,2-s2.0-84988000661
"Mandrykin M.U., Khoroshilov A.V.","55173581000;54881742400;","Towards deductive verification of C programs with shared data",2016,"Programming and Computer Software",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987935013&doi=10.1134%2fS0361768816050054&partnerID=40&md5=ed063938fa1185a2d4b3d2348f8620db","This paper considers the problem of the deductive verification of the Linux kernel code that is concurrent and accesses shared data. The presence of shared data does not allow applying traditional deductive verification techniques, so we consider how to verify such a code by proving its compliance to a given specification of a certain synchronization discipline. The approach is illustrated by the examples of a spinlock specification and a simplified specification of the read-copy-update (RCU) API. © 2016, Pleiades Publishing, Ltd.",,"Compliance control; Computer operating systems; Specifications; C programs; Deductive verification; Linux kernel; Shared data; Spinlock; C (programming language)","English",Article,Scopus,2-s2.0-84987935013
"Ornea L., Verbitsky M.","56403110100;7004282961;","LCK rank of locally conformally Kähler manifolds with potential",2016,"Journal of Geometry and Physics",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973548466&doi=10.1016%2fj.geomphys.2016.05.011&partnerID=40&md5=c39a40c330483c8ed7b90db468737bf8","An LCK manifold with potential is a quotient of a Kähler manifold X equipped with a positive Kähler potential f, such that the monodromy group acts on X by holomorphic homotheties and multiplies f by a character. The LCK rank is the rank of the image of this character, considered as a function from the monodromy group to real numbers. We prove that an LCK manifold with potential can have any rank between 1 and b1(M). Moreover, LCK manifolds with proper potential (ones with rank 1) are dense. Two errata to our previous work are given in the last section. © 2016 Elsevier B.V..","LCK rank; Locally conformally Kähler; Pluricanonical; Potential; Vaisman manifold",,"English",Article,Scopus,2-s2.0-84973548466
"Novikova N.N., Kovalchuk M.V., Yakunin S.N., Konovalov O.V., Stepina N.D., Rogachev A.V., Yurieva E.A., Marchenko I.V., Bukreeva T.V., Ivanova O.S., Baranchikov A.E., Ivanov V.K.","57207157363;7003825275;14029227300;26643131200;7005452988;7006838545;56614313800;35213713600;36917431300;35179809000;6603369496;56532555100;","Possibilities of surface-sensitive X-ray methods for studying the molecular mechanisms of interaction of nanoparticles with model membranes",2016,"Crystallography Reports",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989295902&doi=10.1134%2fS1063774516050163&partnerID=40&md5=e60862e31215efa17b639916c23dcedc","The processes of structural rearrangement in a model membrane, i.e., an arachic acid monolayer formed on a colloidal solution of cerium dioxide or magnetite, are studied in situ in real time by the methods of X-ray standing waves and 2D diffraction. It is shown that the character of the interaction of nanoparticles with the monolayer is determined by their nature and sizes and depends on the conditions of nanoparticle synthesis. In particular, the structure formation in the monolayer–particle system is greatly affected by the stabilizer (citric acid), which is introduced into the colloidal solution during synthesis. © 2016, Pleiades Publishing, Inc.",,"Monolayers; Nanoparticles; X ray analysis; Cerium dioxides; Colloidal solutions; Molecular mechanism; Nanoparticle synthesis; Particle systems; Structural rearrangement; Structure formations; X-ray standing waves; Synthesis (chemical)","English",Article,Scopus,2-s2.0-84989295902
"Wang H., Chu J., Loyalka P., Xin T., Shi Y., Qu Q., Yang C.","56450638000;55586516300;36349333400;7003499953;24345301400;55614429200;56449529500;","Can Social–Emotional Learning Reduce School Dropout in Developing Countries?",2016,"Journal of Policy Analysis and Management",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987789994&doi=10.1002%2fpam.21915&partnerID=40&md5=2750c41cc45107ed1599bc484f47c122","An alarming number of students drop out of junior high school in developing countries. In this study, we examine the impacts of providing a social–emotional learning (SEL) program on the dropout behavior and learning anxiety of students in the first two years of junior high. We do so by analyzing data from a randomized controlled trial involving 70 junior high schools and 7,495 students in rural China. After eight months, the SEL program reduces dropout by 1.6 percentage points and decreases learning anxiety by 2.3 percentage points. Effects are no longer statistically different from zero after 15 months, perhaps due to decreasing student interest in the program. However, we do find that the program reduces dropout among students at high risk of dropping out (older students and students with friends who have already dropped out), both after eight and 15 months of exposure to the SEL program. © 2016 by the Association for Public Policy Analysis and Management",,,"English",Article,Scopus,2-s2.0-84987789994
"Gafarov E.R., Dolgui A., Lazarev A.A., Werner F.","14059984200;57201190890;7101908181;7102647088;","A new effective dynamic program for an investment optimization problem",2016,"Automation and Remote Control",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986882178&doi=10.1134%2fS0005117916090101&partnerID=40&md5=02cfb477da4ac76ca1e5fd8728922639","After a series of publications of T.E. O’Neil et al. (e.g. in 2010), dynamic programming seems to be the most promising way to solve knapsack problems. Some techniques are known to make dynamic programming algorithms (DPA) faster. One of them is the graphical method that deals with piecewise linear Bellman functions. For some problems, it was previously shown that the graphical algorithm has a smaller running time in comparison with the classical DPA and also some other advantages. In this paper, an exact graphical algorithm (GrA) and a fully polynomial-time approximation scheme based on it are presented for an investment optimization problem having the best known running time. The algorithms are based on new Bellman functional equations and a new way of implementing the GrA. © 2016, Pleiades Publishing, Ltd.",,"Algorithms; Approximation algorithms; Combinatorial optimization; Optimization; Piecewise linear techniques; Polynomial approximation; Problem solving; Bellman function; Bellman functional; Dynamic programming algorithm; Effective dynamics; Fully polynomial time approximation schemes; Graphical methods; Investment optimization; Knapsack problems; Dynamic programming","English",Article,Scopus,2-s2.0-84986882178
"Pruzhinin B., Avtonomova N., Bazhanov V., Filatov V., Griftsova I., Kasavin I., Knyazev V., Lectorski V., Makhlin V., Mikeshtna L., Olkhov P., Porus V., Shchedrina T., Sopjna G.","37096156600;56803776100;7006756829;57195757098;57195308229;26967699600;57195985344;57195980352;56445271000;57195991246;56922185100;52964543700;57193112084;57195980975;","The self-integrity of knowledge as a problem of modern epistemology. Materials of ""round table""",2016,"Voprosy Filosofii",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030721922&partnerID=40&md5=73ac6b1bb1db63a0cd9fda89a7a89d4a","In January 2016 the journal ""Voprosy Filosofii"" cooperatively with department of philosophy of MPSU held a round table ""The Self-Integrity of Knowledge as a Problem of Modern Epistemology"". Participants made an attempt of a complex consideration of a problem of value basis of knowledge in modern world: to reveal cultural, social, economical, technological, and actually epistemological values of knowledge phenomenon in their unity; and that is exposed in the concept of ""self-integrity"". In the beginning of the XX century this concept in fact became a core of Russian epistemological tradition of ""positive philosophy"", that is connected with the names of P.D. Yurkevich, Vl. Soloviev, G.G. Shpet. The return of this concept in the context of modern epistemological investigations in humanitarian and natural sciences opens new methodological perspectives that are connected with revealing of cultural and sense dimensions of knowledge.","Applied; Epistemology; Fundamental; Humanities; Natural science; Philosophy and methodology of sciences; Self-integrity of knowledge; Theory of cognition",,"Russian",Article,Scopus,2-s2.0-85030721922
"Kirtchik O.","36677495100;","Rural economics in France: A trajectory of a ""useful"" social science between modernization and globalization [L'économie rurale en France Trajectoire d'une science sociale utile entre modernisation et mondialisation]",2016,"Revue d'Anthropologie des Connaissances",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987654874&partnerID=40&md5=c2ed59fcb1ea9983464b283bf4ab60ea","This paper is dealing with the disciplinary history of the rural economics in France between 1955 and 1985 which mark respectively the beginning of its institutionalization and a radical turning point in its development. I analyze the conditions of the emergence and evolution of this specific form of knowledge within a public research institution emphasizing the important role of science policy in the organization of knowledge in the second half of the twentieth century. This perspective suggests a link between intellectual development and institutional configuration in the transformation of rural social sciences. Changing conceptions of the public utility of social science and recent efforts of internationalization of academic institutions not only introduce new institutional practices, but lead to the complete reconfiguration of rural disciplines.,.","Agricultural economics; Applied research; France; History of social sciences; INRA; Internationalization; Rural social sciences; Science policy",,"French",Review,Scopus,2-s2.0-84987654874
"Tsoy O.V., Ravcheev D.A., Čuklina J., Gelfand M.S.","41361950100;6507261574;57191382057;7201803297;","Nitrogen fixation and molecular oxygen: Comparative genomic reconstruction of transcription regulation in Alphaproteobacteria",2016,"Frontiers in Microbiology",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989306847&doi=10.3389%2ffmicb.2016.01343&partnerID=40&md5=70353d322b4d00610d4420c2d0247059","Biological nitrogen fixation plays a crucial role in the nitrogen cycle. An ability to fix atmospheric nitrogen, reducing it to ammonium, was described for multiple species of Bacteria and Archaea. The transcriptional regulatory network for nitrogen fixation was extensively studied in several representatives of the class Alphaproteobacteria. This regulatory network includes the activator of nitrogen fixation NifA, working in tandem with the alternative sigma-factor RpoN as well as oxygen-responsive regulatory systems, one-component regulators FnrN/FixK and two-component system FixLJ. Here we used a comparative genomics approach for in silico study of the transcriptional regulatory network in 50 genomes of Alphaproteobacteria. We extended the known regulons and proposed the scenario for the evolution of the nitrogen fixation transcriptional network. The reconstructed network substantially expands the existing knowledge of transcriptional regulation in nitrogen-fixing microorganisms and can be used for genetic experiments, metabolic reconstruction, and evolutionary analysis. © 2016 Tsoy, Ravcheev, Čuklina and Gelfand.","Bacteria; Comparative genomics; Nitrogen fixation; Regulons; Transcription factors","nitrogenase; oxygen; Alphaproteobacteria; Article; FixK gene; FnrN gene; gene; genomics; NifA gene; nifHDK gene; nitrogen fixation; nonhuman; phylogeny; regulon; Rhizobiales; Rhodobacterales; Rhodospirillales; Sphingomonadales; transcription regulation","English",Article,Scopus,2-s2.0-84989306847
"Petrov D., Dodonova Y., Zhukov L., Belyaev M.","57191332548;36631699700;56962754300;57196947665;","Boosting connectome classification via combination of geometric and topological normalizations",2016,"PRNI 2016 - 6th International Workshop on Pattern Recognition in Neuroimaging",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988838473&doi=10.1109%2fPRNI.2016.7552353&partnerID=40&md5=168fe3cce088562c1d2a43ffd57493ce","The structural connectome classification is a challenging task due to a small sample size and high dimensionality of feature space. In this paper, we propose a new data prepossessing method that combines geometric and topological connectome normalization and significantly improves classification results. We validate this approach by performing classification between autism spectrum disorder and normal development connectomes in children and adolescents. We demonstrate a significant enhancement in performance using weighted and normalized data over the best available model (boosted decision trees) trained on baseline features. © 2016 IEEE.","Autism spectrum disorder; Brain networks; Diffusion tensor imaging; Graph theory; Machine Learning","Artificial intelligence; Decision trees; Diffusion tensor imaging; Diseases; Graph theory; Learning systems; Magnetic resonance imaging; Neuroimaging; Praseodymium alloys; Tensors; Topology; Trees (mathematics); Autism spectrum disorders; Boosted decision trees; Brain networks; Children and adolescents; Classification results; Feature space; High dimensionality; Small Sample Size; Pattern recognition","English",Conference Paper,Scopus,2-s2.0-84988838473
"Ignatov D.I., Nikolenko S.I., Abaev T., Poelmans J.","56926915100;13608710100;56426516800;24504357900;","Online recommender system for radio station hosting based on information fusion and adaptive tag-aware profiling",2016,"Expert Systems with Applications",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960942978&doi=10.1016%2fj.eswa.2016.02.020&partnerID=40&md5=8ad9b6675eb0beb86febf14d18ca573f","We present a new recommender system developed for the Russian interactive radio network FMhost. To the best of our knowledge, it is the first model and associated case study for recommending radio stations hosted by real DJs rather than automatically built streamed playlists. To address such problems as cold start, gray sheep, boosting of rankings, preference and repertoire dynamics, and absence of explicit feedback, the underlying model combines a collaborative user-based approach with personalized information from tags of listened tracks in order to match user and radio station profiles. This is made possible with adaptive tag-aware profiling that follows an online learning strategy based on user history. We compare the proposed algorithms with singular value decomposition (SVD) in terms of precision, recall, and normalized discounted cumulative gain (NDCG) measures; experiments show that in our case the fusion-based approach demonstrates the best results. In addition, we give a theoretical analysis of some useful properties of fusion-based linear combination methods in terms of graded ordered sets. © 2016 Elsevier Ltd. All rights reserved.","Adaptive tag-aware profiling; Hybrid recommender system; Implicit feedback; Information fusion; Interactive radio network; Music recommender system","Information fusion; Radio stations; Singular value decomposition; Adaptive tag-aware profiling; Hybrid recommender systems; Implicit feedback; Interactive radio networks; Music recommender systems; Recommender systems","English",Article,Scopus,2-s2.0-84960942978
"Dekalchuk A.A.","57190956745;","Choosing between bureaucracy and the reformers: The Russian pension reform of 2001 as a compromise squared",2016,"Authoritarian Modernization in Russia: Ideas, Institutions, and Policies",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018859767&doi=10.4324%2f9781315568423&partnerID=40&md5=7093c8592b0dc2740dfcc7eb060b6214",[краткое описание не найдено],,,"English",Book Chapter,Scopus,2-s2.0-85018859767
"Grigoriev I.S.","57190952891;","Labor reform in Putin's Russia: Could modernization be democratic?",2016,"Authoritarian Modernization in Russia: Ideas, Institutions, and Policies",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014604145&doi=10.4324%2f9781315568423&partnerID=40&md5=b050ef0a1f9004b186855223f1111304",[краткое описание не найдено],,,"English",Book Chapter,Scopus,2-s2.0-85014604145
"Zaostrovtsev A.","56153466500;","Authoritarianism and institutional decay in Russia: Disruption of property rights and the rule of law",2016,"Authoritarian Modernization in Russia: Ideas, Institutions, and Policies",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018928898&doi=10.4324%2f9781315568423&partnerID=40&md5=2275603ba2033d560329fbb40a6377ed",[краткое описание не найдено],,,"English",Book Chapter,Scopus,2-s2.0-85018928898
"Burov A.A., Nikonov V.I.","14120866400;56224480800;","Dynamics of a triple asteroid and a massive point, subjected mutual attraction",2016,"Proceedings of 2016 International Conference ""Stability and Oscillations of Nonlinear Control Systems"" (Pyatnitskiy's Conference), STAB 2016",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988418781&doi=10.1109%2fSTAB.2016.7541174&partnerID=40&md5=7c99fae329ea2e7cda987a00afd9981b","Dynamics of a triple asteroid and a massive point under the action of Newtonian attraction is considered. Existence and stability of steady motions are studied within an assumption on approximation of asteroid's equation by triangular bodies, in particular, with complexified masses and point distribution. © 2016 IEEE.",,"Asteroids; Control systems; Nonlinear control systems; System stability; Existence and stability; Newtonians; Steady motion; Control system stability","English",Conference Paper,Scopus,2-s2.0-84988418781
"Egorova E., Fernandez M., Kabatiansky G., Lee M.H.","57189028712;7403379154;6603655778;56984282100;","Signature codes for the A-channel and collusion-secure multimedia fingerprinting codes",2016,"IEEE International Symposium on Information Theory - Proceedings",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985945762&doi=10.1109%2fISIT.2016.7541858&partnerID=40&md5=ff21cd2fab6ecd95ab74e3097a0f689c","We consider collusion-resistant fingerprinting codes for multimedia content. We show that the corresponding IPP-codes may trace all guilty users and at the same time have exponentially many code words. We also establish an equivalence between signature codes for the A-channel and multimedia fingerprinting codes and prove that the rate of the best t-signature codes for A-channel is at least Θ(t-2). Finally, we construct a family of t-signature codes for the A-channel with polynomial decoding complexity and rate Θ(t-3). © 2016 IEEE.",,"Information theory; Multiuser detection; Code-words; Collusion resistant fingerprinting; Decoding complexity; Multimedia contents; Multimedia fingerprinting; Codes (symbols)","English",Conference Paper,Scopus,2-s2.0-84985945762
"Chennu S., Noreika V., Gueorguiev D., Shtyrov Y., Bekinschtein T.A., Henson R.","23975638800;23668497700;55799839600;6701617874;6506534134;7006433689;","Silent expectations: Dynamic causal modeling of cortical prediction and attention to sounds that weren’t",2016,"Journal of Neuroscience",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981311973&doi=10.1523%2fJNEUROSCI.1125-16.2016&partnerID=40&md5=c37149bafaaac6c08f6196ef93227354","There is increasing evidence that human perception is realized by a hierarchy of neural processes in which predictions sent backward from higher levels result in prediction errors that are fed forward from lower levels, to update the current model of the environment. Moreover, the precision of prediction errors is thought to be modulated by attention. Much of this evidence comes from paradigms in which a stimulus differs from that predicted by the recent history of other stimuli (generating a so-called “mismatch response”). There is less evidence from situations where a prediction is not fulfilled by any sensory input (an “omission” response). This situation arguably provides a more direct measure of “top-down” predictions in the absence of confounding “bottom-up” input. We applied Dynamic Causal Modeling of evoked electromagnetic responses recorded by EEG andMEGto an auditory paradigm in which we factorially crossed the presence versus absence of “bottom-up” stimuli with the presence versus absence of “top-down” attention. Model comparison revealed that both mismatch and omission responses were mediated by increased forward and backward connections, differing primarily in the driving input. In both responses, modeling results suggested that the presence of attention selectively modulated backward “prediction” connections. Our results provide new model-driven evidence of the pure top-down prediction signal posited in theories of hierarchical perception, and highlight the role of attentional precision in strengthening this prediction. © 2016 Chennu et al.","Dynamic causal modeling; Electroencephalography; Hierarchical predictive coding; Magnetoencephalography; Mismatch effect; Omission effect","adult; Article; behavior assessment; causal modeling; connectome; electroencephalography; face validity; female; human; magnetoencephalography; male; mismatch negativity; perception; priority journal; sensitivity analysis; signal processing; task performance; attention; auditory evoked potential; biological model; brain cortex; brain mapping; cytology; diagnostic imaging; hearing; nonlinear system; nuclear magnetic resonance imaging; physiology; sound; young adult; Adult; Attention; Auditory Perception; Brain Mapping; Cerebral Cortex; Electroencephalography; Evoked Potentials, Auditory; Female; Humans; Magnetic Resonance Imaging; Magnetoencephalography; Male; Models, Neurological; Nonlinear Dynamics; Sound; Young Adult","English",Article,Scopus,2-s2.0-84981311973
"Yulin A.V., Aladyshkina A., Shalin A.S.","55667313600;54904762400;14061225700;","Motion of dissipative optical fronts under the action of an oscillating pump",2016,"Physical Review E",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983509051&doi=10.1103%2fPhysRevE.94.022205&partnerID=40&md5=e0b6f9d653f6ff37bf20390433450fa3","The dynamics of domain walls in optical bistable systems with pump and loss is considered. It is shown that an oscillating component of the pump affects the average drift velocity of the domain walls. The cases of harmonic and biharmonic pumps are considered. It is demonstrated that in the case of biharmonic pulse the velocity of the domain wall can be controlled by the mutual phase of the harmonics. The analogy between this phenomenon and the ratchet effect is drawn. Synchronization of the moving domain walls by the oscillating pump in discrete systems is studied and discussed. © 2016 American Physical Society.",,"Pumps; Bi-harmonic; Bistable system; Discrete systems; Drift velocities; Moving domain; Oscillating components; Oscillating pumps; Ratchet effects; Domain walls","English",Article,Scopus,2-s2.0-84983509051
