Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Anulova S.V., Veretennikov A.Y.","6507737796;7003845665;","Exponential convergence of multi-dimensional stochastic mechanical systems with switching impacts",2015,"Doklady Mathematics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925206185&doi=10.1134%2fS1064562415010184&partnerID=40&md5=95d4215463c4617d2096859c06f3e3b2",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84925206185
"Bogachev V.I., Veretennikov A.Y., Shaposhnikov S.V.","7005751293;7003845665;36953589600;","Differentiability of invariant measures of diffusions with respect to a parameter",2015,"Doklady Mathematics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925089047&doi=10.1134%2fS106456241501024X&partnerID=40&md5=eb9816663aef0e70ffcce50d156101b3",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84925089047
"Bremzen A., Khokhlova E., Suvorov A., van de Ven J.","56540030800;56539706800;26424826900;7004451809;","Bad news: An experimental study on the informational effects of rewards",2015,"Review of Economics and Statistics",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924225439&doi=10.1162%2fREST_a_00424&partnerID=40&md5=528f06be406e844e7c5da8059b0c4205","Psychologists and economists have argued that rewards often have hidden costs. One possible reason is that the principal may have incentives to offer higher rewards when she knows the task is difficult. Our experiment tests if high rewards embody such bad news and if this is correctly perceived by their recipients. Our design allows us to decompose the overall effect of rewards on effort into a direct incentive and an informational effect. The results show that participants correctly interpret high rewards as bad news. In accordance with theory, the negative informational effect coexists with the direct positive effect. © 2015 by the President and Fellows of Harvard College and the Massachusetts Institute of Technology.",,,"English",Article,Scopus,2-s2.0-84924225439
"Kuntz A., Davidov E., Schwartz S.H., Schmidt P.","55848105200;23102647300;7403606009;55438467100;","Human values, legal regulation, and approval of homosexuality in Europe: A cross-country comparison",2015,"European Journal of Social Psychology",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923183468&doi=10.1002%2fejsp.2068&partnerID=40&md5=65f5ebaefd5a69a604e1e9e334ac89e7","Although research has revealed a trend toward liberalization of attitudes toward homosexuality in Western countries, acceptance of homosexuality differs remarkably among individuals and across countries. We examine the roles of individual value priorities and of national laws regarding homosexuality and the interaction between them in explaining approval of homosexuality. Data are drawn from the European Social Survey and include representative national samples of 27 European countries in 2010. As hypothesized, individuals who prioritized openness to change and universalism values approved of homosexuality more, whereas those who prioritized conservation and power values exhibited more disapproval. Approval was greater in countries whose laws regarding homosexuality were more progressive. In addition, legal regulation of homosexuality moderated the associations of individual value priorities. In countries with more progressive laws, both the positive effect of openness to change values and the negative effect of conservation values on approval of homosexuality were weaker. However, the positive effect of universalism values and the negative effect of power values did not vary as a function of national laws regarding homosexuality. © 2014 John Wiley & Sons, Ltd.",,,"English",Article,Scopus,2-s2.0-84923183468
"Molotkov S.N., Potapova T.A.","7005147387;7005641777;","Wavefunctions of a prolate spheroid and multiplexing in relativistic quantum cryptography on orthogonal states",2015,"JETP Letters",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921916738&doi=10.1134%2fS0021364014210115&partnerID=40&md5=7e29b998852655b6e50751227ff64087","Relativistic quantum cryptography involves not only the geometric properties of the state vectors of a quantum system in the Hilbert space but also the properties of carriers of quantum states in the Minkowski spacetime. A physical type of quantum object carrying information with extremely high velocity in spacetime is of fundamental importance. The structure of spacetime, more precisely, irreducible representations of the Poincaré group, in the Hilbert space is responsible for the existence of massless particles, photons. In this sense, the structure of spacetime is in fact used in relativistic quantum cryptography systems for cryptographic key distribution. This makes it possible to guarantee the security of keys even with the use of orthogonal states. © 2014, Pleiades Publishing, Inc.",,,"English",Article,Scopus,2-s2.0-84921916738
"Bienvenu M., Kikot S., Podolskii V.","57207597978;50262220100;23092161300;","Combined complexity of answering tree-like queries in OWL 2 QL",2015,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992602764&partnerID=40&md5=129438f950baafcf9dc0cf7da986e770",[краткое описание не найдено],,,"English",Conference Paper,Scopus,2-s2.0-84992602764
"Burov A.A., Guerman A.D., Kosenko I.I., Ferraz A., Nikonov V.","14120866400;6508339570;6602748639;57191584595;56224480800;","Dynamics of spacece elevtor on asteroid",2015,"Proceedings of the International Astronautical Congress, IAC",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991585186&partnerID=40&md5=3f187de1cb5773ce2d0a497240d59072","We consider dynamics of a space elevator on an asteroid, i. e., spacecraft attached to a rotating celestial body with a light inextensible tether. We study the domains attainable for the spacecraft depending on such problem parameters as the angular velocity of the asteroid, the tether length, the position of the anchor at the surface, etc. We develop a method based on Routh procedure that allows one to identify the relative equilibria of the system in study and to analyze its stability and bifurcations. Some non-trivial classes of the solutions are found and their relations to the libration points are examined. 66 th International Astronautical Congress, Jerusalem, Israel. Copyright © 2015 by Dr. Alexander Burov. Published by the IAF, with permission and released to the IAF to publish in all forms.",,"Asteroids; Reconfigurable hardware; Space flight; Space tethers; Spacecraft; Tracking (position); Celestial bodies; Libration point; Non-trivial; Problem parameters; Relative equilibria; Space elevators; Stability and bifurcation; Tether lengths; Tetherlines","English",Conference Paper,Scopus,2-s2.0-84991585186
"Hushchyn M., Charpentier P., Ustyuzhanin A.","57208118316;7102915062;55803484600;","Distributed data replication and access optimization for LHCb storage system: A position paper",2015,"IC3K 2015 - Proceedings of the 7th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960898946&partnerID=40&md5=959809782fbf31f98c63509618e81068","This paper presents how machine learning algorithms and methods of statistics can be implemented to data management in hybrid data storage systems. Basicly, two different storage types are used to store data in the hybrid data storage systems. Keeping rarely used data on cheap and slow storages of type one and often used data on fast and expensive storages of type two helps to achieve optimal performance/cost ratio for the system. We use classification algorithms to estimate probability that the data will often used in future. Then, using the risks analysis we define where the data should be stored. We show how to estimate optimal number of replicas of the data using regression algorithms and Hidden Markov Model. Based on the probability, risks and the optimal nuber of data replicas our system finds optimal data distribution in the hybrid data storage system. We present the results of simulation of our method for LHCb hybrid data storage. © 2015 by SCITEPRESS - Science and Technology Publications, Lda.","Data management; Hybrid data storage systems; Information extraction; LHCb; Machine learning; Structured data analysis and statistical methods","Algorithms; Artificial intelligence; Data mining; Data storage equipment; Digital storage; Hidden Markov models; Information analysis; Information retrieval; Knowledge engineering; Knowledge management; Learning algorithms; Learning systems; Markov processes; Optimization; Probability distributions; Risk analysis; Risk assessment; Risks; Storage management; Classification algorithm; Distributed data; Hybrid datum; LHCb; Optimal performance; Position papers; Regression algorithms; Structured data; Information management","English",Conference Paper,Scopus,2-s2.0-84960898946
"Bufetov A.I.","7801312296;","Infinite determinantal measures and the ergodic decomposition of infinite Pickrell measures. I. Construction of infinite determinantal measures",2015,"Izvestiya Mathematics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960498330&doi=10.1070%2fIM2015v079n06ABEH002775&partnerID=40&md5=b3cbfe663d66a797569584c659a3bf34","This paper is the first in a series of three. We give an explicit description of the ergodic decomposition of infinite Pickrell measures on the space of infinite complex matrices. A key role is played by the construction of σ-finite analogues of determinantal measures on spaces of configurations, including the infinite Bessel process, a scaling limit of the σ-finite analogues of the Jacobi orthogonal polynomial ensembles. Our main result identifies the infinite Bessel process with the decomposing measure of an infinite Pickrell measure. © 2015 Russian Academy of Sciences (DoM), London Mathematical Society, Turpion Ltd.","Determinantal processes; Ergodic decomposition; Harish-Chandra-Itzykson-Zuber orbit integral; Infinite determinantal measures; Infinite harmonic analysis; Infinite unitary group; Jacobi polynomials; Scaling limits",,"English",Article,Scopus,2-s2.0-84960498330
"Chukalina M., Nikolaev D., Sokolov V., Ingacheva A., Buzmakov A., Prun V.","6603013820;36859920000;57117119400;56766215000;8624310500;55892399200;","CT metal artifact reduction by soft inequality constraints",2015,"Proceedings of SPIE - The International Society for Optical Engineering",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958206150&doi=10.1117%2f12.2228810&partnerID=40&md5=e32399ee49d765ff243094a93c35717d","The artifacts (known as metal-like artifacts) arising from incorrect reconstruction may obscure or simulate pathology in medical applications, hide or mimic cracks and cavities in the scanned objects in industrial tomographic scans. One of the main reasons caused such artifacts is photon starvation on the rays which go through highly absorbing regions. We indroduce a way to suppress such artifacts in the reconstructions using soft penalty mimicing linear inequalities on the photon starved rays. An efficient algorithm to use such information is provided and the effect of those inequalities on the reconstruction quality is studied. © 2015 SPIE.","computed tomography; metal artifacts; photon starvation; tomographic reconstruction","Algorithms; Computer vision; Constraint theory; Medical applications; Photons; Tomography; Inequality constraint; Linear inequalities; Metal artifact reduction; Metal artifacts; Reconstruction quality; Tomographic; Tomographic reconstruction; Computerized tomography","English",Conference Paper,Scopus,2-s2.0-84958206150
"Kagan M.Y., Mitskan V.A., Korovushkin M.M.","7102277369;12760285700;18436867200;","Anomalous superconductivity and superfluidity in repulsive fermion systems",2015,"Physics-Uspekhi",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947767252&doi=10.3367%2fUFNe.0185.201508a.0785&partnerID=40&md5=cc3c3b35c30e111195beaa165c465861","We discuss the mechanisms of unconventional superconductivity and superfluidity in 3D and 2D fermionic systems with purely repulsive interaction at low densities. We construct phase diagrams of these systems and find the areas of the superconducting state in free space, as well as on the lattice in the framework of the Fermi-gas model with hard-core repulsion, the Hubbard model, the Shubin-Vonsovsky model, and the t-J model. We demonstrate that the critical superconducting temperature can be greatly increased in the spin-polarized case or in a two-band situation already at low densities. The proposed theory is based on the Kohn-Luttinger mechanism or its generalizations and explains or predicts anomalous p-, d-, and f-wave pairing in various materials, such as high-temperature superconductors, the idealized monolayer and bilayer of doped graphene, heavy-fermion systems, layered organic superconductors, superfluid 3He, spin-polarized 3He mixtures in 4He, ultracold quantum gases in magnetic traps, and optical lattices. © 2015 Uspekhi Fizicheskikh Nauk, Russian Academy of Sciences.","Anomalous superconductivity; Graphene bilayer; Graphene monolayer; Hubbard and t-J model; Kohn-Luttinger mechanism; Repulsive fermi gas; Shubin-Vonsovsky model; Superfluidity","Electron gas; Gases; Graphene; Heavy fermion superconductors; High temperature superconductors; Lattice theory; Monolayers; Optical lattices; Spin polarization; Superconducting materials; Superfluid helium; Fermi gas; Graphene bilayers; Heavy fermion systems; Organic superconductor; Repulsive interactions; Superconducting temperatures; t-J models; Unconventional superconductivity; Fermions","English",Review,Scopus,2-s2.0-84947767252
"Hyafil A., Giraud A.-L., Fontolan L., Gutkin B.","22940511300;8453688700;55921555000;55884887100;","Neural Cross-Frequency Coupling: Connecting Architectures, Mechanisms, and Functions",2015,"Trends in Neurosciences",74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947745913&doi=10.1016%2fj.tins.2015.09.001&partnerID=40&md5=ac6fa0dc5422d94e90f56b005be4fd1b","Neural oscillations are ubiquitously observed in the mammalian brain, but it has proven difficult to tie oscillatory patterns to specific cognitive operations. Notably, the coupling between neural oscillations at different timescales has recently received much attention, both from experimentalists and theoreticians. We review the mechanisms underlying various forms of this cross-frequency coupling. We show that different types of neural oscillators and cross-frequency interactions yield distinct signatures in neural dynamics. Finally, we associate these mechanisms with several putative functions of cross-frequency coupling, including neural representations of multiple environmental items, communication over distant areas, internal clocking of neural processes, and modulation of neural processing based on temporal predictions. © 2015 Elsevier Ltd.","Computational models; Cross-frequency coupling; Neural communication; Neural oscillations; Sequence representation; Stimulus parsing","amplitude modulation; architecture; auditory cortex; brain function; brain region; cognition; electroencephalography; frequency modulation; hippocampus; human; hypothesis; magnetoencephalography; nerve cell; neural cross frequency coupling; neurophysiology; oscillation; oscillator; prediction; priority journal; Review; speech perception; animal; biological model; brain; membrane potential; nerve cell network; physiology; Animals; Brain; Electroencephalography; Humans; Membrane Potentials; Models, Neurological; Nerve Net; Neurons","English",Review,Scopus,2-s2.0-84947745913
"Spokoiny V., Zhilova M.","6701728425;55782023000;","Bootstrap confidence sets under model misspecification",2015,"Annals of Statistics",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946771223&doi=10.1214%2f15-AOS1355&partnerID=40&md5=ab706cd44dd0db25a0ce51a560700296","A multiplier bootstrap procedure for construction of likelihood-based confidence sets is considered for finite samples and a possible model misspecification. Theoretical results justify the bootstrap validity for a small or moderate sample size and allow to control the impact of the parameter dimension p: The bootstrap approximation works if p 3 /n is small. The main result about bootstrap validity continues to apply even if the underlying parametric model is misspecified under the so-called small modelling bias condition. In the case when the true model deviates significantly from the considered parametric family, the bootstrap procedure is still applicable but it becomes a bit conservative: The size of the constructed confidence sets is increased by the modelling bias. We illustrate the results with numerical examples for misspecified linear and logistic regressions. © Institute of Mathematical Statistics, 2015.","Finite sample size; Gaussian approximation; Likelihood-based bootstrap confidence set; Multiplier/ weighted bootstrap; Pinsker's inequality",,"English",Article,Scopus,2-s2.0-84946771223
"Babenko M., Goldberg A.V., Kaplan H., Savchenko R., Weller M.","36928337300;55167669300;7403208727;55877198600;34870892800;","On the complexity of hub labeling",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944592593&doi=10.1007%2f978-3-662-48054-0_6&partnerID=40&md5=39148be77ffb605c198a30aee4ed2198","Hub Labeling (HL) is a data structure for distance oracles. Hierarchical HL (HHL) is a special type of HL, that received a lot of attention from a practical point of view. However, theoretical questions such as NP-hardness and approximation guarantees for HHL algorithms have been left aside. We study the computational complexity of HL and HHL. We prove that both HL and HHL are NP-hard, and present upper and lower bounds on the approximation ratios of greedy HHL algorithms that are used in practice. We also introduce a new variant of the greedy HHL algorithm that produces small labels for graphs with small highway dimension. © Springer-Verlag Berlin Heidelberg 2015.",,"Algorithms; Approximation ratios; NP-hard; NP-hardness; Upper and lower bounds; Approximation algorithms","English",Conference Paper,Scopus,2-s2.0-84944592593
"Kuznetsov S.O., Napoli A., Rudolph S.","7202573378;7005873419;23009745000;","Preface",2015,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944316595&partnerID=40&md5=94a02325998645652e81690a9b56da21",[краткое описание не найдено],,,"English",Editorial,Scopus,2-s2.0-84944316595
"Celik L., Karabay B., McLaren J.","55860138500;25643298900;7101863759;","When is it optimal to delegate: The theory of fast-track authority",2015,"American Economic Journal: Microeconomics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938078533&doi=10.1257%2fmic.20140031&partnerID=40&md5=708573828ebb011596e43e66f7ff81ef","With fast-track authority (FTA), the US Congress delegates tradepolicy authority to the president by committing not to amend a trade agreement. Why would it cede such power? We suggest an interpretation in which Congress uses FTA to forestall destructive competition between its members for protectionist rents. In our model: (i) FTA is never granted if an industry operates in the majority of districts; (ii) The more symmetric the industrial pattern, the more likely is FTA, since competition for protectionist rents is most punishing when bargaining power is symmetrically distributed; (iii) Widely disparate initial tariffs prevent free trade even with FTA.",,,"English",Article,Scopus,2-s2.0-84938078533
"Lebacque P., Zykin A.","6504808051;35411036300;","On the number of rational points of Jacobians over finite fields",2015,"Acta Arithmetica",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936817498&doi=10.4064%2faa169-4-5&partnerID=40&md5=6d04186416bf82419d0a928ee77a3ba4",[краткое описание не найдено],"Class number; Explicit formulae; Jacobians over finite fields",,"English",Article,Scopus,2-s2.0-84936817498
"Aptekarev A.I., Draux A., Kalyagin V.A., Tulyakov D.N.","6603809965;6602112367;13002922100;6506195822;","Asymptotics of sharp constants of markov-bernstein inequalities in integral norm with jacobi weight",2015,"Proceedings of the American Mathematical Society",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932618027&doi=10.1090%2fproc%2f12535&partnerID=40&md5=482d1ca9a0160aa1c1732be56bcefa03","The classical A. Markov inequality establishes a relation between the maximum modulus or the L∞ ([−1, 1]) norm of a polynomial Q<inf>n</inf> and of its derivative: ||Qʹ<inf>n</inf>|| ≤M<inf>n</inf>n2||Q<inf>n</inf>|| where the constant M<inf>n</inf> = 1 is sharp. The limiting behavior of the sharp constants Mn for this inequality, considered in the space L<inf>2</inf> ([−1, 1], w(α,β)(x) with respect to the classical Jacobi weight w(α,β)(x) := (1−x)α(x+1)β, is studied. We prove that, under the condition |α − β| & 4, the limit is limn→∞M<inf>n</inf> = 1/(2j<inf>ν</inf>) where j<inf>ν</inf> is the smallest zero of the Bessel function J<inf>ν</inf>(x) and 2ν = min(α, β) − 1. © 2015, American Mathematical Society.",,,"English",Article,Scopus,2-s2.0-84932618027
"De Palma G., Mari A., Giovannetti V., Holevo A.S.","55781428900;24832078800;7004137815;6603727683;","Normal form decomposition for Gaussian-to-Gaussian superoperators",2015,"Journal of Mathematical Physics",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930222002&doi=10.1063%2f1.4921265&partnerID=40&md5=ea2bb3914ca6b0c0ee38b444c6159bf0","In this paper, we explore the set of linear maps sending the set of quantum Gaussian states into itself. These maps are in general not positive, a feature which can be exploited as a test to check whether a given quantum state belongs to the convex hull of Gaussian states (if one of the considered maps sends it into a non-positive operator, the above state is certified not to belong to the set). Gener-alizing a result known to be valid under the assumption of complete positivity, we provide a characterization of these Gaussian-to-Gaussian (not necessarily positive) superoperators in terms of their action on the characteristic function of the inputs. For the special case of one-mode mappings, we also show that any Gaussian-to-Gaussian superoperator can be expressed as a concatenation of a phase-space dilatation, followed by the action of a completely positive Gaussian channel, possibly composed with a transposition. While a similar decomposition is shown to fail in the multi-mode scenario, we prove that it still holds at least under the further hypoth-esis of homogeneous action on the covariance matrix. © 2015 AIP Publishing LLC.",,,"English",Article,Scopus,2-s2.0-84930222002
"Menec V., Bell S., Novek S., Minnigaleeva G.A., Morales E., Ouma T., PPM, MMS, Parodi J.F., Winterton R.","6701571070;56553641700;55086386800;56602857500;57197662597;56602856800;56450450100;49964990400;","Making Rural and Remote Communities More Age-Friendly: Experts’ Perspectives on Issues, Challenges, and Priorities",2015,"Journal of Aging and Social Policy",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929606779&doi=10.1080%2f08959420.2014.995044&partnerID=40&md5=cf1586d93c7f32a046b52d91f510c671","With the growing interest worldwide in making communities more age-friendly, it is becoming increasingly important to understand the factors that help or hinder communities in attaining this goal. In this article, we focus on rural and remote communities and present perspectives of 42 experts in the areas of aging, rural and remote issues, and policy who participated in a consensus conference on age-friendly rural and remote communities. Discussions highlighted that strengths in rural and remote communities, such as easy access to local leaders and existing partnerships, can help to further age-friendly goals; however, addressing major challenges, such as lack of infrastructure and limited availability of social and health services, requires regional or national government buy-in and funding opportunities. Age-friendly work in rural and remote communities is, therefore, ideally embedded in larger age-friendly initiatives and supported by regional or national policies, programs, and funding sources. Copyright © Taylor & Francis Group, LLC.","age-friendliness; age-friendly communities; community development; public policy; remote communities; rural communities","community development; leadership; local government; local participation; policy approach; rural planning; rural society; social policy; aged; aging; consensus development; demography; health care delivery; human; independent living; rural population; Aged; Aging; Health Services Accessibility; Humans; Independent Living; Residence Characteristics; Rural Population","English",Article,Scopus,2-s2.0-84929606779
"Budkov Yu.A., Kolesnikov A.L., Georgi N., Nogovitsyn E.A., Kiselev M.G.","46861146000;56258168600;35336260400;6506583276;7005285779;","A new equation of state of a flexible-chain polyelectrolyte solution: Phase equilibria and osmotic pressure in the salt-free case",2015,"Journal of Chemical Physics",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929485722&doi=10.1063%2f1.4919251&partnerID=40&md5=ece044e943af17d772b1268be66f3fa8","We develop a first-principle equation of state of salt-free polyelectrolyte solution in the limit of infinitely long flexible polymer chains in the framework of a field-theoretical formalism beyond the linear Debye-Hueckel theory and predict a liquid-liquid phase separation induced by a strong correlation attraction. As a reference system, we choose a set of two subsystems - charged macromolecules immersed in a structureless oppositely charged background created by counterions (polymer one component plasma) and counterions immersed in oppositely charged background created by polymer chains (hard-core one component plasma). We calculate the excess free energy of polymer one component plasma in the framework of modified random phase approximation, whereas a contribution of charge densities' fluctuations of neutralizing backgrounds we evaluate at the level of Gaussian approximation. We show that our theory is in a very good agreement with the results of Monte Carlo and MD simulations for critical parameters of liquid-liquid phase separation and osmotic pressure in a wide range of monomer concentration above the critical point, respectively. © 2015 AIP Publishing LLC.",,"Approximation algorithms; Chains; Equations of state; Equations of state of liquids; Free energy; Liquids; Monte Carlo methods; Osmosis; Phase separation; Plasma diagnostics; Polyelectrolytes; Polymers; Flexible polymer chains; Gaussian approximations; Liquid-liquid phase separation; Monomer concentration; Neutralizing background; One component plasmas; Polyelectrolyte solutions; Random phase approximations; Phase equilibria","English",Article,Scopus,2-s2.0-84929485722
"Gabbay D., Shapirovsky I., Shehtman V.","7003522670;8716184900;16470280300;","Products of modal logics and tensor products of modal algebras",2015,"Journal of Applied Logic",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922751588&doi=10.1016%2fj.jal.2014.08.002&partnerID=40&md5=979d97df72fa4055f75c70208271932c","One of natural combinations of Kripke complete modal logics is the product, an operation that has been extensively investigated over the last 15 years. In this paper we consider its analogue for arbitrary modal logics: to this end, we use productlike constructions on general frames and modal algebras. This operation was first introduced by Y. Hasimoto in 2000; however, his paper remained unnoticed until recently. In the present paper we quote some important Hasimoto's results, and reconstruct the product operation in an algebraic setting: the Boolean part of the resulting modal algebra is exactly the tensor product of original algebras (regarded as Boolean rings). Also, we propose a filtration technique for Kripke models based on tensor products and obtain some decidability results. © 2014 Elsevier B.V. All rights reserved.","Filtration; Finite model property; Logical invariance; Modal algebra; Product of modal logics; Tabular logic; Tensor product","Algebra; Computability and decidability; Filtration; Formal logic; Filtration techniques; Finite model property; General frames; Kripke model; Modal logic; Product operations; Tabular logic; Tensor products; Tensors","English",Article,Scopus,2-s2.0-84922751588
"Belomestny D., Comte F., Genon-Catalot V., Masuda H., Reiß M.","15069577900;7003337050;6507326009;8636590900;56216848800;","Lévy Matters IV: Estimation for Discretely Observed Lévy Processes",2015,"Lecture Notes in Mathematics",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917711125&doi=10.1007%2f978-3-319-12373-8&partnerID=40&md5=c8a09d406debebb1568ad0a368ea36eb",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84917711125
"Behrens K., Kanemoto Y., Murata Y.","56251682700;55653667100;35411358000;","The Henry George Theorem in a second-best world",2015,"Journal of Urban Economics",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911486191&doi=10.1016%2fj.jue.2014.10.002&partnerID=40&md5=06277d8e57a709b6b74574bd938b36e8","The Henry George Theorem (HGT) states that, in first-best economies, the fiscal surplus of a city government that finances the Pigouvian subsidies for agglomeration externalities and the costs of local public goods by a 100% tax on land is zero at optimal city sizes. We extend the HGT to distorted economies where product differentiation and increasing returns are the sources of agglomeration economies and city governments levy property taxes. Without relying on specific functional forms, we derive a second-best HGT that relates the fiscal surplus to the excess burden expressed as an extended Harberger formula. © 2014 Elsevier Inc.","Henry george theorem; Local public goods; Monopolistic competition; Optimal city size; Second-best economies",,"English",Article,Scopus,2-s2.0-84911486191
"Pei J., Pardalos P.M., Liu X., Fan W., Yang S., Wang L.","55377610200;7005330875;27170069000;55378224200;7406950447;57196330654;","Coordination of production and transportation in supply chain scheduling",2015,"Journal of Industrial and Management Optimization",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907164595&doi=10.3934%2fjimo.2015.11.399&partnerID=40&md5=11e0c3c5517d5c0ad082111b9868b2bf","This paper investigates a three-stage supply chain scheduling prob-lem in the application area of aluminium production. Particularly, the rst and the third stages involve two factories, i.e., the extrusion factory of the supplier and the aging factory of the manufacturer, where serial batching machine and parallel batching machine respectively process jobs in di erent ways. In the second stage, a single vehicle transports jobs between the two factories. In our research, both setup time and capacity constraints are explicitly considered. For the problem of minimizing the makespan, we formalize it as a mixed in-teger programming model and prove it to be strongly NP-hard. Considering the computational complexity, we develop two heuristic algorithms applied in two dierent cases of this problem. Accordingly, two lower bounds are derived, based on which the worst case performance is analyzed. Finally, dierent scales of random instances are generated to test the performance of the proposed al-gorithms. The computational results show the effectiveness of the proposed algorithms, especially for large-scale instances.","Batching; Heuristic algorithm; Supply chain scheduling; Transportation",,"English",Article,Scopus,2-s2.0-84907164595
"Valent G., Duval C., Shevchishin V.","6701503788;8161201600;6602358755;","Explicit metrics for a class of two-dimensional cubically superintegrable systems",2015,"Journal of Geometry and Physics",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027917657&doi=10.1016%2fj.geomphys.2014.08.004&partnerID=40&md5=824cce5f52d9c80a7f5417e36222132a","We obtain, in local coordinates, the explicit form of the two-dimensional, superintegrable systems of Matveev and Shevchishin involving linear and cubic integrals. This enables us to determine for which values of the parameters these systems are indeed globally defined on S2. © 2014 Elsevier B.V.","Completely integrable systems on the 2-sphere; Globally integrable Riemannian metrics on surfaces; Polynomially integrable Riemannian metrics on surfaces; Superintegrable Hamiltonian systems",,"English",Article,Scopus,2-s2.0-85027917657
"Ustyuzhanin A., Artemov A., Kazeev N., Redkin A.","57202562674;57188684370;57188677897;57188684296;","Event index - An LHCb event search system",2015,"Journal of Physics: Conference Series",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962234876&doi=10.1088%2f1742-6596%2f664%2f3%2f032019&partnerID=40&md5=6ce50958c1b881bb9ed56a7218b7c7a9","During LHC Run 1, the LHCb experiment recorded around 10 11 collision events. This paper describes Event Index - an event search system. Its primary function is to quickly select subsets of events from a combination of conditions, such as the estimated decay channel or number of hits in a subdetector. Event Index is essentially Apache Lucene [1] optimized for read-only indexes distributed over independent shards on independent nodes.",,"Safety devices; Apache Lucene; Collision events; Decay channels; Primary functions; Search system; Subdetectors; High energy physics","English",Conference Paper,Scopus,2-s2.0-84962234876
"Semenov A., Natekin A., Nikolenko S., Upravitelev P., Trofimov M., Kharchenko M.","57022170000;54387233200;13608710100;57022216200;57022246400;57022204300;","Discerning depression propensity among participants of suicide and depression-related groups of vk.com",2015,"Communications in Computer and Information Science",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951871391&doi=10.1007%2f978-3-319-26123-2_3&partnerID=40&md5=72ca3c338a16a0ec42f0dabddadb8c3a","In online social networks, high level features of user behavior such as character traits can be predicted with data from user profiles and their connections. Recent publications use data from online social networks to detect people with depression propensity and diagnosis. In this study, we investigate the capabilities of previously published methods and metrics applied to the Russian online social network VKontakte. We gathered user profile data from most popular communities about suicide and depression on VK.com and performed comparative analysis between them and randomly sampled users. We have used not only standard user attributes like age, gender, or number of friends but also structural properties of their egocentric networks, with results similar to the study of suicide propensity in the Japanese social network Mixi.com. Our goal is to test the approach and models in this new setting and propose enhancements to the research design and analysis. We investigate the resulting classifiers to identify profile features that can indicate depression propensity of the users in order to provide tools for early depression detection. Finally, we discuss further work that might improve our analysis and transfer the results to practical applications. © Springer International Publishing Switzerland 2015.","Data mining; Depression; Egocentric networks; Online social networks; Social network analysis","Behavioral research; Data mining; Image analysis; Online systems; Websites; Comparative analysis; Depression; Ego-centric networks; High-level features; On-line social networks; Profile features; Research designs; User behaviors; Social networking (online)","English",Conference Paper,Scopus,2-s2.0-84951871391
