Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Pomerantsev A.L., Zontov Y.V., Rodionova O.Y.","55886941300;56384490900;55991994000;","Nonlinear multivariate curve resolution alternating least squares (NL-MCR-ALS)",2014,"Journal of Chemometrics",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919383811&doi=10.1002%2fcem.2666&partnerID=40&md5=9aab58c82473d2f389dc55c2917df9a5","Bilinearity is the basic principle of multivariate curve resolution. In this paper, we consider a case when this premise is violated. We demonstrate that the alternating least squares approach can still be used to solve the problem. The developed theory is applied to calibration of spectral data that includes the so-called saturated peaks, which are flattened because of samples with ultrahigh absorbance. We demonstrate that in spite of serious violations of the Lambert-Beer law, the results of prediction are quite satisfactory, and the accuracy is better than in other competing methods. © 2014 John Wiley & Sons, Ltd.","ALS; Lambert-Beer law violations; MCR; Nitric acid; Nonlinearity, peak saturation",,"English",Article,Scopus,2-s2.0-84919383811
"Kishimoto T., Prokhorov Y., Zaidenberg M.","36514898000;7003439691;7005142617;","Affine cones over Fano threefolds and additive group actions",2014,"Osaka Journal of Mathematics",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000398843&partnerID=40&md5=4f7ed75549360ab9e0730be78fbc06a9","In this paper we address the following questions for smooth Fano threefolds of Picard number 1:• When does such a threefold X possess an open cylinder U ≃  Z×&#x01d538; 1 , where Z is a surface?• When does an affine cone over X admit an effective action of the additive group of the base field?A geometric criterion from [26] (see also [27]) says that the two questions above are equivalent. In [26] we found some interesting families of Fano threefolds carrying a cylinder. Here we provide new such examples. © 2014, Osaka University. All right reserved.",,,"English",Article,Scopus,2-s2.0-85000398843
"Krupa M., Gielen S., Gutkin B.","7003885195;7005725392;55884887100;","Adaptation and shunting inhibition leads to pyramidal/interneuron gamma with sparse firing of pyramidal cells",2014,"Journal of Computational Neuroscience",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946116457&doi=10.1007%2fs10827-014-0508-6&partnerID=40&md5=ec4aba0938fd41631678d29c16ac1b02","Gamma oscillations are a prominent phenomenon related to a number of brain functions. Data show that individual pyramidal neurons can fire at rate below gamma with the population showing clear gamma oscillations and synchrony. In one kind of idealized model of such weak gamma, pyramidal neurons fire in clusters. Here we provide a theory for clustered gamma PING rhythms with strong inhibition and weaker excitation. Our simulations of biophysical models show that the adaptation of pyramidal neurons coupled with their low firing rate leads to cluster formation. A partially analytic study of a canonical model shows that the phase response curves with a near zero flat region, caused by the presence of the slow adaptive current, are the key to the formation of clusters. Furthermore we examine shunting inhibition and show that clusters become robust and generic © 2014, Springer Science+Business Media New York.","Clustered oscillations; Gamma oscillations; Multiple timer scales; Shunting inhibition; Spike frequency adaptation","accuracy; adaptation; algorithm; Article; interneuron; linear system; mathematical computing; mathematical model; nerve cell excitability; prediction; priority journal; pyramidal nerve cell; simulation; spike wave; action potential; adaptation; biological model; computer simulation; interneuron; nerve cell inhibition; nerve cell network; physiology; pyramidal nerve cell; Action Potentials; Adaptation, Physiological; Computer Simulation; Interneurons; Models, Neurological; Nerve Net; Neural Inhibition; Pyramidal Cells","English",Article,Scopus,2-s2.0-84946116457
"Kamenova L., Lu S., Verbitsky M.","56149093000;55017157000;7004282961;","Kobayashi pseudometric on hyperkahler manifolds",2014,"Journal of the London Mathematical Society",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929320459&doi=10.1112%2fjlms%2fjdu038&partnerID=40&md5=0ffb2176f3c31518f1fe6981e350959e","The Kobayashi pseudometric on a complex manifold is the maximal pseudometric such that any holomorphic map from the Poincaŕe disk to the manifold is distance-decreasing. Kobayashi has conjectured that this pseudometric vanishes on Calabi-Yau manifolds. Using ergodicity of complex structures, we prove this for all hyperkähler manifold with b<inf>2</inf> ≥ 7 that admits a deformation with a Lagrangian fibration and whose Picard rank is not maximal. The Strominger- Yau-Zaslow (SYZ) conjecture claims that parabolic nef line bundles on hyperkähler manifolds are semi-ample. We prove that the Kobayashi pseudometric vanishes for any hyperkähler manifold with b<inf>2</inf> ≥ 7 if the SYZ conjecture holds for all its deformations. This proves the Kobayashi conjecture for all K3 surfaces and their Hilbert schemes. © 2014 London Mathematical Society.",,,"English",Article,Scopus,2-s2.0-84929320459
"Levin A., Olshanetsky M., Zotov A.","7403194458;6603044041;35448469200;","Classical integrable systems and soliton equations related to eleven-vertex R-matrix",2014,"Nuclear Physics B",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908591739&doi=10.1016%2fj.nuclphysb.2014.09.001&partnerID=40&md5=98ff46a395447fdaf7087de6c71c5209","In our recent paper we suggested a natural construction of the classical relativistic integrable tops in terms of the quantum R-matrices. Here we study the simplest case - the 11-vertex R-matrix and related gl 2 rational models. The corresponding top is equivalent to the 2-body Ruijsenaars-Schneider (RS) or the 2-body Calogero-Moser (CM) model depending on its description. We give different descriptions of the integrable tops and use them as building blocks for construction of more complicated integrable systems such as Gaudin models and classical spin chains (periodic and with boundaries). The known relation between the top and CM (or RS) models allows to rewrite the Gaudin models (or the spin chains) in the canonical variables. Then they assume the form of n-particle integrable systems with 2n constants. We also describe the generalization of the top to 1+1 field theories. It allows us to get the Landau-Lifshitz type equation. The latter can be treated as non-trivial deformation of the classical continuous Heisenberg model. In a similar way the deformation of the principal chiral model is described. © 2014 The Authors.",,,"English",Article,Scopus,2-s2.0-84908591739
"Baranov A., Zarouf R.","56235290900;25958601000;","A model space approach to some classical inequalities for rational functions",2014,"Journal of Mathematical Analysis and Applications",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899981246&doi=10.1016%2fj.jmaa.2014.03.059&partnerID=40&md5=0873f14bfe8f33fbcb9b6442a6e914b8","We consider the set Rn of rational functions of degree at most n≥1 with no poles on the unit circle T and its subclass Rn,r consisting of rational functions without poles in the annulus {ξ:r≤|ξ|≤1r}. We discuss an approach based on the model space theory which brings some integral representations for functions in Rn and their derivatives. Using this approach we obtain Lp-analogs of several classical inequalities for rational functions including the inequalities by P. Borwein and T. Erdélyi, the Spijker Lemma and S.M. Nikolskii's inequalities. These inequalities are shown to be asymptotically sharp as n tends to infinity and the poles of the rational functions approach the unit circle T. © 2014 Elsevier Inc.","Bernstein inequality; Hardy space; Nikolskii inequality; Rational function",,"English",Article,Scopus,2-s2.0-84899981246
"Haug N., Nechaev S., Tamm M.","56400732100;7006930329;7006098030;","From generalized directed animals to the asymmetric simple exclusion process",2014,"Journal of Statistical Mechanics: Theory and Experiment",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908439596&doi=10.1088%2f1742-5468%2f2014%2f10%2fP10013&partnerID=40&md5=6b760000940ef370034ccdecc8ddb67c","Using the generalized normally ordered form of words in a locally-free group of n generators, we show that in the limit n → ∞, the partition function of weighted directed lattice animals on a semi-infinite strip coincides with the partition function of stationary configurations of the asymmetric simple exclusion process (ASEP) with arbitrary entry/escape rates through open boundaries. We relate the features of the ASEP in the different regimes of the phase diagram to the geometric features of the associated generalized directed animals by showing the results of numerical simulations. In particular, we show how the presence of shocks at the first order transition line translates into the directed animal picture. Using the evolution equation for generalized, weighted Lukasiewicz paths, we also provide a straightforward calculation of the known ASEP generating function. © 2014 IOP Publishing Ltd and SISSA Medialab srl.","exact results; Solvable lattice models; stochastic particle dynamics (theory); wetting (theory)",,"English",Article,Scopus,2-s2.0-84908439596
"Blythe D.A.J., Haufe S., Müller K.-R., Nikulin V.V.","55669672000;6701430010;15042362900;7007084310;","The effect of linear mixing in the EEG on Hurst exponent estimation",2014,"NeuroImage",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903539106&doi=10.1016%2fj.neuroimage.2014.05.041&partnerID=40&md5=c4b27e23698d3854ebc9d3f9aa5d3f91","Although the long-range temporal correlation (LRTC) of the amplitude fluctuations of neuronal EEG/MEG oscillations is widely acknowledged, the majority of studies to date have been performed in sensor space, disregarding the mixing effects implied by volume conduction and confounding noise. While the effect of mixing on the evaluation of evoked responses and connectivity measures has been extensively studied, there are, to date, no studies reporting on the differences in the values of the estimated Hurst exponents when moving between sensor and source space representations of the multivariate data or on the effect of noise. Such differences, if not duly acknowledged, may lead to erroneous data interpretations. We show in simulations and in theory that measuring Hurst exponents in sensor space may lead to an incomplete picture of the LRTC properties of the underlying data and that noise may significantly bias the estimate of the Hurst exponent of the underlying signal. Moreover, these predictions are confirmed in real data, where we analyze the amplitude dynamics of neuronal oscillations in the resting state from EEG data. By moving either to an independent components representation or to a source representation which maximizes the signal to noise ratio in the alpha frequency range, we observe greater variance, skewness and kurtosis over measured Hurst exponents than in sensor space. We confirm the suitability of conventional source separation methodology by introducing a novel algorithm HeMax which obtains a source maximizing the Hurst exponent in the amplitude dynamics of narrow band oscillations. Our findings imply that the long-range correlative properties of the EEG should be studied in source space, in such a way that the SNR is maximized, or at least with spatial decomposition techniques approximating source activities, rather than in sensor space. © 2014.",,"algorithm; alpha rhythm; article; controlled study; electroencephalogram; electroencephalography phase synchronization; female; human; human experiment; Hurst exponent estimation; Hurst exponent maximization algorithm; Kurtosis; linear mixing effect; long range temporal correlation; male; mathematical phenomena; mu rhythm; nervous system potential; noise; normal human; occipital cortex; parietal cortex; prediction; prevalence; priority journal; process optimization; quantitative analysis; resting state network; sensor space; signal noise ratio; simulation; skewness; spatial spectral decomposition; statistical analysis; statistical bias; statistical concepts; statistical distribution; statistical model; statistical parameters; superimposed noise; time series analysis; validation process; volume conductor; algorithm; computer simulation; electroencephalography; magnetoencephalography; procedures; signal processing; statistical analysis; statistics and numerical data; young adult; Algorithms; Computer Simulation; Data Interpretation, Statistical; Electroencephalography; Humans; Magnetoencephalography; Signal Processing, Computer-Assisted; Signal-To-Noise Ratio; Young Adult","English",Article,Scopus,2-s2.0-84903539106
"Dabek J., Nikulin V.V., Ilmoniemi R.J.","15824923800;7007084310;7005857614;","Detecting millisecond-range coupling delays between brainwaves in terms of power correlations by magnetoencephalography",2014,"Journal of Neuroscience Methods",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904127150&doi=10.1016%2fj.jneumeth.2014.06.026&partnerID=40&md5=006b988623f3c446e7df9cb15710c5d7","Background: The spatiotemporal coupling of brainwaves is commonly quantified using the amplitude or phase of signals measured by electro- or magnetoencephalography (EEG/MEG). To enhance the temporal resolution for coupling delays down to millisecond level, a new power correlation (PC) method is proposed and tested. New method: The cross-correlations of any two brainwave powers at two locations are calculated sequentially through a measurement using the convolution theorem. For noise suppression, the cross-correlation series is moving-average filtered, preserving the millisecond resolution in the cross-correlations, but with reduced noise. The coupling delays are determined from the delays of the cross-correlation peaks. Results: Simulations showed that the new method detects reliably power cross-correlations with millisecond accuracy. Moreover, in MEG measurements on three healthy volunteers, the method showed average alpha-alpha coupling delays of around 0-20. ms between the occipital areas of two hemispheres. Lower-frequency brainwaves vs. alpha waves tended to have a larger lag; higher-frequency waves vs. alpha waves showed delays with large deviations. Comparison with existing methods: The use of signal power instead of its square root (amplitude) in the cross-correlations improves noise cancellation. Compared to signal phase, the signal power analysis time delays do not have periodic ambiguity. In addition, the novel method allows fast calculation of cross-correlations. Conclusions: The PC method conveys novel information about brainwave dynamics. The method may be extended from sensor-space to source-space analysis, and can be applied also for electroencephalography (EEG) and local field potentials (LFP). © 2014 Elsevier B.V.","Brainwave; Coupling; MEG; Millisecond resolution; Power correlation","accuracy; alpha rhythm; article; electroencephalogram; frontal lobe; human; magnetoencephalography; measurement; noise reduction; normal human; occipital lobe; power analysis; priority journal; signal processing; simulation; time; algorithm; biological model; brain; computer simulation; electroencephalogram; magnetoencephalography; physiology; procedures; rest; signal processing; validation study; Algorithms; Alpha Rhythm; Brain; Brain Waves; Computer Simulation; Humans; Magnetoencephalography; Models, Neurological; Rest; Signal Processing, Computer-Assisted","English",Article,Scopus,2-s2.0-84904127150
"Hebbrüggen-Walter S.","39963245400;","Problems with rhubarb: Accommodating experience in Aristotelian theories of science",2014,"Early Science and Medicine",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908543154&doi=10.1163%2f15733824-00194P02&partnerID=40&md5=eb9e162d8f2ff1ae4085abfc39a00c05","The paper examines controversies over the role of experience in the constitution of scientific knowledge in early modern Aristotelianism. While for Jacopo Zabarella, experience helps to confirm the results of demonstrative science, the Bologna Dominican Chrysostomo Javelli assumes that it also contributes to the discovery of new truths in what he calls 'beginning science'. Both thinkers use medical plants as a philosophical example. Javelli analyses the proposition 'rhubarb purges bile' as the conclusion of a yet unknown scientific proof. Zabarella uses instead hellebore, a plant that is found all over Europe, and defends the view that propositions about purgative powers of plants are based on their 'identity of substance', an identity that had become questionable with regard to rhubarb due to new empirical findings in the sixteenth century.","Chrysostomo Javelli; experience; Giovanni Manardi; Jacopo Zabarella; Jean Buridan; logic; medical plant; metaphysics; principle; rhubarb; Thomas Aquinas","chemistry; Helleborus; history; life event; medicinal plant; philosophy; Rheum; science; Helleborus; History, 15th Century; History, 16th Century; Life Change Events; Philosophy; Plants, Medicinal; Rheum; Science","English",Article,Scopus,2-s2.0-84908543154
"Kassebaum N.J., Bertozzi-Villa A., Coggeshall M.S., Shackelford K.A., Steiner C., Heuton K.R., Gonzalez-Medina D., Barber R., Huynh C., Dicker D., Templin T., Wolock T.M., Ozgoren A.A., Abd-Allah F., Abera S.F., Abubakar I., Achoki T., Adelekan A., Ademi Z., Adou A.K., Adsuar J.C., Agardh E.E., Akena D., Alasfoor D., Alemu Z.A., Alfonso-Cristancho R., Alhabib S., Ali R., Al Kahbouri M.J., Alla F., Allen P.J., AlMazroa M.A., Alsharif U., Alvarez E., Alvis-Guzmán N., Amankwaa A.A., Amare A.T., Amini H., Ammar W., Antonio C.A.T., Anwari P., Ärnlöv J., Arsenijevic V.S.A., Artaman A., Asad M.M., Asghar R.J., Assadi R., Atkins L.S., Badawi A., Balakrishnan K., Basu A., Basu S., Beardsley J., Bedi N., Bekele T., Bell M.L., Bernabe E., Beyene T.J., Bhutta Z., Abdulhak A.B., Blore J.D., Basara B.B., Bose D., Breitborde N., Cárdenas R., Castañeda-Orjuela C.A., Castro R.E., Catalá-López F., Cavlin A., Chang J.-C., Che X., Christophi C.A., Chugh S.S., Cirillo M., Colquhoun S.M., Cooper L.T., Cooper C., Da Costa Leite I., Dandona L., Dandona R., Davis A., Dayama A., Degenhardt L., De Leo D., Del Pozo-Cruz B., Deribe K., Dessalegn M., DeVeber G.A., Dharmaratne S.D., Dilmen U., Ding E.L., Dorrington R.E., Driscoll T.R., Ermakov S.P., Esteghamati A., Faraon E.J.A., Farzadfar F., Felicio M.M., Fereshtehnejad S.-M., De Lima G.M.F., Forouzanfar M.H., França E.B., Gaffikin L., Gambashidze K., Gankpé F.G., Garcia A.C., Geleijnse J.M., Gibney K.B., Giroud M., Glaser E.L., Goginashvili K., Gona P., González-Castell D., Goto A., Gouda H.N., Gugnani H.C., Gupta R., Gupta R., Hafezi-Nejad N., Hamadeh R.R., Hammami M., Hankey G.J., Harb H.L., Havmoeller R., Hay S.I., Pi I.B.H., Hoek H.W., Hosgood H.D., Hoy D.G., Husseini A., Idrisov B.T., Innos K., Inoue M., Jacobsen K.H., Jahangir E., Jee S.H., Jensen P.N., Jha V., Jiang G., Jonas J.B., Juel K., Kabagambe E.K., Kan H., Karam N.E., Karch A., Karema C.K., Kaul A., Kawakami N., Kazanjan K., Kazi D.S., Kemp A.H., Kengne A.P., Kereselidze M., Khader Y.S., Khalifa S.E.A.H., Khan E.A., Khang Y.-H., Knibbs L., Kokubo Y., Kosen S., Defo B.K., Kulkarni C., Kulkarni V.S., Kumar G.A., Kumar K., Kumar R.B., Kwan G., Lai T., Lalloo R., Lam H., Lansingh V.C., Larsson A., Lee J.-T., Leigh J., Leinsalu M., Leung R., Li X., Li Y., Li Y., Liang J., Liang X., Lim S.S., Lin H.-H., Lipshultz S.E., Liu S., Liu Y., Lloyd B.K., London S.J., Lotufo P.A., Ma J., Ma S., Machado V.M.P., Mainoo N.K., Majdan M., Mapoma C.C., Marcenes W., Marzan M.B., Mason-Jones A.J., Mehndiratta M.M., Mejia-Rodriguez F., Memish Z.A., Mendoza W., Miller T.R., Mills E.J., Mokdad A.H., Mola G.L., Monasta L., De La Cruz Monis J., Hernandez J.C.M., Moore A.R., Moradi-Lakeh M., Mori R., Mueller U.O., Mukaigawara M., Naheed A., Naidoo K.S., Nand D., Nangia V., Nash D., Nejjari C., Nelson R.G., Neupane S.P., Newton C.R., Ng M., Nieuwenhuijsen M.J., Nisar M.I., Nolte S., Norheim O.F., Nyakarahuka L., Oh I.-H., Ohkubo T., Olusanya B.O., Omer S.B., Opio J.N., Orisakwe O.E., Pandian J.D., Papachristou C., Park J.-H., Paternina Caicedo A.J., Patten S.B., Paul V.K., Pavlin B.I., Pearce N., Pereira D.M., Pesudovs K., Petzold M., Poenaru D., Polanczyk G.V., Polinder S., Pope D., Pourmalek F., Qato D., Quistberg D.A., Rafay A., Rahimi K., Rahimi-Movaghar V., Ur Rahman S., Raju M., Rana S.M., Refaat A., Ronfani L., Roy N., Pimienta T.G.S., Sahraian M.A., Salomon J.A., Sampson U., Santos I.S., Sawhney M., Sayinzoga F., Schneider I.J.C., Schumacher A., Schwebel D.C., Seedat S., Sepanlou S.G., Servan-Mori E.E., Shakh-Nazarova M., Sheikhbahaei S., Shibuya K., Shin H.H., Shiue I., Sigfusdottir I.D., Silberberg D.H., Silva A.P., Singh J.A., Skirbekk V., Sliwa K., Soshnikov S.S., Sposato L.A., Sreeramareddy C.T., Stroumpoulis K., Sturua L., Sykes B.L., Tabb K.M., Talongwa R.T., Tan F., Teixeira C.M., Tenkorang E.Y., Terkawi A.S., Thorne-Lyman A.L., Tirschwell D.L., Towbin J.A., Tran B.X., Tsilimbaris M., Uchendu U.S., Ukwaja K.N., Undurraga E.A., Uzun S.B., Vallely A.J., Van Gool C.H., Vasankari T.J., Vavilala M.S., Venketasubramanian N., Villalpando S., Violante F.S., Vlassov V.V., Vos T., Waller S., Wang H., Wang L., Wang X.R., Wang Y., Weichenthal S., Weiderpass E., Weintraub R.G., Westerman R., Wilkinson J.D., Woldeyohannes S.M., Wong J.Q., Wordofa M.A., Xu G., Yang Y.C., Yano Y., Yentur G.K., Yip P., Yonemoto N., Yoon S.-J., Younis M.Z., Yu C., Jin K.Y., El Sayed Zaki M., Zhao Y., Zheng Y., Zhou M., Zhu J., Zou X.N., Lopez A.D., Naghavi M., Murray C.J.L., Lozano R.","55522621100;57192900191;56132969600;57202959163;57205358084;57202568555;57202595524;57202560423;57202556112;57196026676;56133572500;56133444500;56133944200;36503428900;57202699340;6602338051;57202561099;57202557801;32867460300;56531895000;21738958900;57202373873;36141858100;57202568452;57202557784;26326133000;57194933167;57196506541;56132885900;6701580827;57202554955;35572530900;57208356221;57208356272;57208356285;57202564178;57202220009;57193902163;57208159281;55247644500;56133215700;6602512227;57202560662;57203859053;56004010200;57202557521;57201282579;56132848600;7005226584;7103222725;16315264400;9335409500;57207800229;57203894878;57195086149;7401466450;57194696150;24437459000;24342648300;55522237000;57202562230;23089934500;57205255835;6603260895;57207486685;35769124700;55798606600;57202553733;23484137000;57202568248;56133389400;57202522550;35253639000;35247478400;57205178937;15754277900;36041345700;7801457266;7007017243;35298654700;7404296836;57202564137;7004040033;7006128644;42061354100;57193912587;57192148714;57204345472;8269895600;35274681900;54413849800;6701373086;7005928308;7006796196;11240321100;57195414019;57195049611;56132957300;57202557525;56133968700;55882758900;16031258100;6701866671;57194583735;57201341525;56133427000;35195702500;57202564104;7203027541;56133254300;57201663258;57203935469;57202561893;36339255500;57202432343;7005567008;57201584726;36043855700;57208022861;57202769526;57202798588;7102816661;57202557523;57202558005;7101875313;56133570600;57202570421;56353204400;8553772600;6603689690;57201080324;57189250344;8889234100;26029163100;22634545400;16039275900;57203291648;7005119423;56984997300;7202492953;7005077250;6602704484;7101602991;57202565016;55917217700;57202557522;16156995700;35377339000;57193091626;57204797064;7202027539;7801322838;55659152900;55654192600;57202560583;37117200200;57198904674;16313525200;56155004000;57189254280;57196350682;56133960600;57200084922;57195139544;36570388700;56133945200;57194535368;57196395162;57189334553;57201654801;57194598546;36818888800;57196083400;7202089604;6603447541;56276497100;36627308700;56133792700;57192523512;57198351058;26662590300;7404081544;39061859200;7006950713;57201865032;57202561981;55313086800;56988756100;7003331101;57199107111;7403723389;56133788500;56133064200;36147855100;57202553734;7005668102;57200737144;7201563263;57202557864;56013641600;7005059350;57201491872;7403948600;7102584704;7004813962;57203300503;7801520497;56132934000;57199371040;57202571993;35617421300;57072757600;8512347500;57202400916;57202560989;35564549000;55575672100;57201490837;8882895800;6602168304;7404561092;57208469336;35465836500;36155754200;7007123042;57191774461;24073274400;7004082597;55329503500;57204090669;7201618716;35613148200;7004179861;57200124403;7003998930;6701618847;57207545819;54402160900;35769665400;57201492915;57203044947;57204224285;56491440700;57200690024;7004576721;7003628893;57194324103;6507552141;12766122200;7102019067;8309390500;57200144916;6507023057;57204703405;57200584767;6507646446;8690556600;57196427159;57204884092;57200861326;6602565620;7101831881;56133180600;55886074600;56745638600;57208140556;57198312911;57202027541;55508183800;57201292772;55790233600;6603681532;7003445887;36248136000;57202594826;56133525500;57202568844;8948057900;56132914500;35811219800;57195363778;57202563141;56132872700;7404421736;57202564482;7004147531;57195195606;25640261000;57208417656;23993392200;37662283900;57203519467;51162023700;57195568335;55843936100;56133286100;56799017000;57195918947;57194437700;7003788101;7102520568;41961645200;6701721894;57203811486;57202824584;57204092789;57200327315;21744114400;57201371856;57189653936;7004076648;56804702100;7005159171;7003555890;57202571371;7003628012;57201445180;16507828100;35849412900;56347862700;9747395700;57202555239;14025305900;7006079405;57204520320;57205300689;57195461619;56491997300;56133579700;14049536200;55206715200;57196965200;56133946200;55763795006;57204947657;24823148900;8549393000;57201889726;57200843082;57203666922;55726042300;57205336739;57054557200;56215097100;57202282331;7401455668;9246620100;55481130700;7102198442;","Global, regional, and national levels and causes of maternal mortality during 1990-2013: A systematic analysis for the Global Burden of Disease Study 2013",2014,"The Lancet",631,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907272570&doi=10.1016%2fS0140-6736%2814%2960696-6&partnerID=40&md5=a43f84277690d46bc351cb136298f031","Background The fifth Millennium Development Goal (MDG 5) established the goal of a 75% reduction in the maternal mortality ratio (MMR; number of maternal deaths per 100 000 livebirths) between 1990 and 2015. We aimed to measure levels and track trends in maternal mortality, the key causes contributing to maternal death, and timing of maternal death with respect to delivery. Methods We used robust statistical methods including the Cause of Death Ensemble model (CODEm) to analyse a database of data for 7065 site-years and estimate the number of maternal deaths from all causes in 188 countries between 1990 and 2013. We estimated the number of pregnancy-related deaths caused by HIV on the basis of a systematic review of the relative risk of dying during pregnancy for HIV-positive women compared with HIV-negative women. We also estimated the fraction of these deaths aggravated by pregnancy on the basis of a systematic review. To estimate the numbers of maternal deaths due to nine diff erent causes, we identified 61 sources from a systematic review and 943 site-years of vital registration data. We also did a systematic review of reports about the timing of maternal death, identifying 142 sources to use in our analysis. We developed estimates for each country for 1990-2013 using Bayesian meta-regression. We estimated 95% uncertainty intervals (UIs) for all values. Findings 292 982 (95% UI 261 017-327 792) maternal deaths occurred in 2013, compared with 376 034 (343 483-407 574) in 1990. The global annual rate of change in the MMR was -0.3% (-1.1 to 0.6) from 1990 to 2003, and -2.7% (-3.9 to -1.5) from 2003 to 2013, with evidence of continued acceleration. MMRs reduced consistently in south, east, and southeast Asia between 1990 and 2013, but maternal deaths increased in much of sub-Saharan Africa during the 1990s. 2070 (1290-2866) maternal deaths were related to HIV in 2013, 0.4% (0.2-0.6) of the global total. MMR was highest in the oldest age groups in both 1990 and 2013. In 2013, most deaths occurred intrapartum or postpartum. Causes varied by region and between 1990 and 2013. We recorded substantial variation in the MMR by country in 2013, from 956.8 (685.1-1262.8) in South Sudan to 2.4 (1.6-3.6) in Iceland. Interpretation Global rates of change suggest that only 16 countries will achieve the MDG 5 target by 2015. Accelerated reductions since the Millennium Declaration in 2000 coincide with increased development assistance for maternal, newborn, and child health. Setting of targets and associated interventions for after 2015 will need careful consideration of regions that are making slow progress, such as west and central Africa. Funding Bill & Melinda Gates Foundation.",,"abortion; Africa south of the Sahara; algorithm; Article; Asia; bleeding; Caribbean; cause of death; cause of death ensemble mdel; delivery; east asia; Europe; female; groups by age; high income group; human; Human immunodeficiency virus infection; hypertension; Iceland; intrapartum period; labor complication; lowest income group; maternal mortality; Middle East; North Africa; North America; Pacific islands; pregnancy; priority journal; puerperium; reproduction; risk factor; sepsis; socioeconomics; South America; South Asia; Southeast Asia; statistical analysis; Sudan; systematic review; uncertainty; age distribution; article; health; mortality; multicenter study; organization; pregnancy complication; statistical model; statistics; time; Age Distribution; Cause of Death; Female; HIV Infections; Humans; Maternal Mortality; Models, Statistical; Organizational Objectives; Pregnancy; Pregnancy Complications, Infectious; Risk Factors; Socioeconomic Factors; Time Factors; World Health","English",Article,Scopus,2-s2.0-84907272570
"Hansen F.S., Sergunin A.","35194080600;55744291900;","Russia, BRICS, and peaceful coexistence: Between idealism and instrumentalism",2014,"The BRICS and Coexistence: An Alternative Vision of World Order",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967000255&doi=10.4324%2f9781315766171&partnerID=40&md5=29099de24344c9e78b54d8c4c317f3ea",[краткое описание не найдено],,,"English",Book Chapter,Scopus,2-s2.0-84967000255
"Yudkevich M.","25924090500;","The Russian University: recovery and rehabilitation",2014,"Studies in Higher Education",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027939237&doi=10.1080%2f03075079.2014.949537&partnerID=40&md5=4167d72d97c717e8162cd39335fc06b8","This paper discusses the features of the Soviet higher education system that have been crucial to the formation of the current system and then focus on the main changes that it has endured in the past 20 years. We pay special attention to the current challenges in the sphere of higher education and the counter-measures taken by the government and the academic community. © 2014, © 2014 Society for Research into Higher Education.","academic profession; academic standards; faculty; institutional change",,"English",Article,Scopus,2-s2.0-85027939237
