Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Abankina I., Rodina N.",55862160400;57192101943;,"Performance based contracting and increase in wage in preschool education: Development strategies, motivation and incentives",2017,Voprosy Obrazovaniya,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043515477&doi=10.17323%2f1814-9545-2017-4-60-82&partnerID=40&md5=05ca1c1d442f7a4a08c2e8c56666c3f1,"This article explores opportunities in using performance-based contracting as a tool for internal recruitment and a means of solving problems that preschool educational institutions face in their development. Kindergarten staff underwent little change for decades. Sociological surveys revealed the first shifts in the motivation of preschool teachers after some large-scale salary increase measures in education were undertaken. According to the Monitoring of Education Markets and Organizations, only 60% of preschool teachers wanted to continue working for their institutions in 2007-2011, while 40% felt like changing their jobs. In 2016, 78% of kindergarten teachers did not want to quit: they had new incentives and an interest in professional growth, their work had become more creative, and interest in work had come to the fore. The findings give reason for considering further support of the salary reform feasible in order to change the nature of preschool teaching as a strategic vector of development in this education sector. As the course of the preschool teacher salary reform has been analyzed and the major trends in changes in institutions that applied performance-based contracting in 2012-2016 have been identified, the conclusion is made that further implementation of performance-based contracts is possible provided that performance criteria recommended ""from above"" are specified wisely at the level of individual educational institutions and adjusted to kindergarten-specific development strategies. Personnel policies are becoming a resource in the transformation of preschool education content and its orientation towards the development of 21st-century skills. © Voprosy obrazovaniya / Educational Studies Moscow. 2017.",Effectiveness criteria; Motivation of preschool teachers; Performance-based contracting; Preschool education; Remuneration of labor,,Russian,Article,Scopus,2-s2.0-85043515477
"Korshunov I., Gaponova O.",57201132401;57190295347;,Lifelong learning in the context of economic development and government effectiveness,2017,Voprosy Obrazovaniya,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043494791&doi=10.17323%2f1814-9545-2017-4-36-59&partnerID=40&md5=46ab239dcb7578832140cb51192419e0,"Statistical data is used to analyze formal and supplementary adult education attainment rates in the European Union, OECD countries and Russia depending on the basic economic development characteristics and the government effectiveness index that the World Bank has used to assess the quality of governance for the last two decades. In countries with low GDP, formal and supplementary adult education attainment rates are linearly dependent on the size of investment in fixed capital and show weak correlation with the index of government effectiveness. In countries with high levels of GDP and active investment processes, the key role in the growth of formal and supplementary education attainment rates is played by governmental actions that prompt the population and employers to engage in learning and supplementary education programs. Russian Federal State Statistics Service (Rosstat) data shows similar correlations between engagement of the employed population in lifelong learning and economic development indicators. The study includes analysis of official development strategies and the existing lifelong learning policies pursued by the countries as well as national cases that include the content of education programs, target groups and measures to maintain the adult population's access to lifelong learning. Incentives to increase formal and supplementary adult education attainment rates are identified, and the relationship between their implementation and economic development of countries is determined. © Voprosy obrazovaniya / Educational Studies Moscow. 2017.",Adult education; Economic development indicators; Formal education attainment rate; Government effectiveness; Lifelong learning; Supplementary education attainment rate,,Russian,Article,Scopus,2-s2.0-85043494791
"Tarasenko E.A., Khoreva O.B.",57192878080;57192868226;,"State policy on disease prevention and healthy lifestyle formation in the Russian North: Experience, innovation, perspectives",2017,Profilakticheskaya Meditsina,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043342492&doi=10.17116%2fprofmed20172055-13&partnerID=40&md5=90100a091441600b2caca6736b564333,"In recent years, regional executive bodies and health authorities have paid much attention to the prevention of chronic noncommunicable diseases (CNCDs) and to the formation of healthy lifestyle (HLS) among the population in the north of the Russian Federation (RF). Objective-to study how the regional state policy on the prevention of CNCDs and the formation of HLS is implemented in the regions of the Russian North. This will be able to identify best practices, innovative techniques and mechanisms for working with different population segments for their further replication in order to improve the population's health not only in the northern territories, but also in other subjects of the RF. Material and methods. The empirical basis for a comparative analysis was the 2015 annual public health and health care reports of six regional health authorities in the Russian North: The Yamal-Nenets Autonomous District, the Republic of Sakha (Yakutia), the Arkhangelsk Region, the Republic of Komi, the Krasnoyarsk Territory, and the Murmansk Region, as well as the websites of the Ministries of Health of these six subjects of the RF. Conclusion. The authors have identified main promising areas to improve regional and local programs and initiatives aimed at promoting HLS and preventing early CNCDs in the rural and remote areas of the Russian North. These are, above all, to strengthen the role of leading governmental health institutions in the regions, which coordinate work on preventive activities and on the formation of health-saving behavior; to set up, on their initiative, coordinating councils for interdepartmental and intradepartmental interaction; to attract broad population masses to actively participate in the events on world and national health and disease control days; and to use current and interactive technologies to work with young people. © 2017 Media Sphera Publishing Group. All Rights Reserved.",Disease prevention; Healthy lifestyle formation; Northern regions of Russia; Regional state health policy,,Russian,Article,Scopus,2-s2.0-85043342492
"Pyankova A.I., Fattakhov T.A.",57200246795;57200243147;,Years of healthy life lost due to road traffic accidents in Russia,2017,Profilakticheskaya Meditsina,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043318012&doi=10.17116%2fprofmed201720530-36&partnerID=40&md5=11163a2160d37548cff11c6078ae1738,"In Russia road-traffic accidents are one of the main causes of injury of the population. In 2016 more than 220,000 people were injured in road accidents, whereas 20,000 people died. Published review of injury epidemiology in the UK and Europe found that many studies relied solely on mortality rates from injury to describe epidemiology while deaths comprise only the top of the injury pyramid. It could lead to erroneous estimates of the total burden of injury. This study is designed to assess both the years of life lost due to premature mortality and disability caused by road traffic fatal and non-fatal injuries, using integrated indicators of the population health. We use methodology of disability-adjusted life years (DALY), as well as an empirical database of the State Traffic Safety Inspectorate, medical statistics (No 57) and statistics on deaths from vital registration system. In the most Russian papers the years of life lost due to premature mortality were estimated, whereas in this study we estimated the whole burden of road-traffic accidents caused by fatal and non-fatal injuries in Russia in 2012. Our estimates of DALY due to road-traffic accidents in Russia in 2012 are close to WHO's estimates, exceeding them by 4.5%. It indicates the ability of using Russian medical statistics to assess DALY without using different international models. © 2017 Media Sphera Publishing Group. All Rights Reserved.",Disability-adjusted life year (DALY); Fatal and non-fatal injury; Global burden of diseases; Premature mortality; Road traffic accidents,,Russian,Article,Scopus,2-s2.0-85043318012
Borisova T.,36455542800;,The institutional resilience of rusian law through 1905-1917 revolutions,2017,Russian Law Journal,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042274741&doi=10.17589%2f2309-8678-2017-5-4-108-128&partnerID=40&md5=0d865160cbffeed8303961d3a3be2e1b,"The article aims to describe the dynamics and characteristics of Russian law throughout 1905-1917 Revolutions. It considers how Russian law survived through the gradual breakdown of the autocratic state. The resilience studies’ approach is introduced to the study of the continuity of the Russian legal tradition. A fresh outlook of the resilience framework allows to answer the main research questions: How did the legal system of the Russian empire lose its equilibrium in the beginning of the 20th century and what resources were exploited in order to make Russian law work for the Soviet state and people?. © 2017, Supporting Academic Initiatives Foundation. All rights reserved.",Legal tradition; Resilience; Revolution; Russian legal tradition; Russian parliament; Russian sovereignty,,English,Article,Scopus,2-s2.0-85042274741
Nosachev P.,57190866318;,"There is nothing new under the Sun: The concept of ""gnosis"" in studies of Western esotericism",2017,"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom/State, Religion and Church in Russia and Worldwide",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041665538&doi=10.22394%2f2073-7203-2017-35-4-187-208&partnerID=40&md5=c19201c0bc90c910b45702b31e8c9c90,"This article analyzes the tradition of using the category of ""gnosis"" in studies of Western esotericism. The origins of the understanding of ""gnosis"" as a special form of spiritual experience is related to non-traditional religiosity connected with the works of the members of the Eranos circle (H-C. Puech, G. Quispel, H. Corbin). Because of Corbin, the category of ""gnosis"" appeared in A. Faivre's concept of Western esotericism as a form of thought. At the same time, among American researchers gnosis became a central category in the description of Western esotericism. A. Versluis defines gnosis as experience of spiritual initiation into some higher reality, which lies in the foundations of the so-called ""Western esoteric tradition"". G. A. Magee in his synthetic approach to the study of esotericism brings the esotericism and mysticism to a common basis, which is gnosis, in turn, defined as the ""direct perception of the absolute truth"". In his latest works W. Hanegraaff, one of the leading scholars in the field, offers the category of ""gnosis"" as a tool for a ""Copernican revolution"" in the study of esotericism.",A. Faivre; Eranos; Gnosis; Mysticism; Religious studies; W. Hanegraaff; Western esotericism,,Russian,Article,Scopus,2-s2.0-85041665538
Uspenskij B.,55613546100;,Semiotics and culture: The perception of time as a semiotic problem,2017,Sign Systems Studies,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041406850&doi=10.12697%2fSSS.2017.45.3-4.02&partnerID=40&md5=6847f61e7c1f1ab4a2298f954ee5cf23,"The perception of time is culturally conditioned which means that in different cultures time May be experienced – perceived, conceptualized and evaluated – in diverse ways. The distinction between past, present and future seems to be a universal phenomenon, but the relations of these categories May be different in different cultural codes. The author defines two models of temporal perception, ‘historical’ and ‘cosmological’, analysing the conceptualization of time in each of them.",Cosmology; Future; History; Past; Present; Semiotics of time; Time perception,,English,Review,Scopus,2-s2.0-85041406850
Mel'nik D.,57200446503;,Revolutionary Economic Reasoning in the Context of Revolution: The Origins and Fate of Bolshevik Economics,2017,Slavic Review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041358616&doi=10.1017%2fslr.2017.180&partnerID=40&md5=7082cac0ba326d018b9e5c3c98cd4f82,"By February 1917, the handful of future Bolshevik leaders of Russia were scattered all over the globe. Among the few things they had in common was a peculiar vision of the Russian economy and of global economic trends. That vision guided their revolutionary activity. Whether it was correct or not, they succeeded. With their grip on power secured, however, their economic reasoning had to confront new challenges, which eventually reshaped the original approach. © Association for Slavic, East European, and Eurasian Studies 2017.",,,English,Review,Scopus,2-s2.0-85041358616
"Tatarko A.N., Rodionov G.Ya.",8440401400;57200381164;,Social and Psychological Capital and Acculturation Expectations of the Host Population,2017,"Psychology, Journal of the Higher School of Economics",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041084844&doi=10.17323%2f1813-8918-2017-3-519-535&partnerID=40&md5=88ef2afb97926b410fc5e843ecba93a6,"The objective of the present research was the search of the relationships between various types of trust and acculturation expectations of the host population (according to J. Berry). The theoretical basis of the work was: the conception of social-psychological capital of personality, the theory of social capital and the theory of acculturation by J. Berry. The sample consisted of 111 Russians, 43.3% of which were males, 57.7% were females. Age median was 21 y.o. The participants of the study were asked to fill in questionnaires. The questionnaires allowed to measure three types of trust (generalized, social, institutional), as well as four acculturation expectations (“integration”, “assimilation”, “segregation” and “exclusion”). The empirical data were processed with multiple regression analysis. The results of the study showed that any of the three types of trust were connected to acculturation expectations “assimilation”. With “integration” only social trust was positively connected, while institutional and generalized were not . We didn’t find any negative connections of various types of trust with acculturation expectations “segregation” and “exclusion”. But we found positive links of institutional trust with acculturation expectations, though initially we supposed that these links would be negative. The acquired results are discussed in the article, and the explanation is given to the nature of these interactions, which initially we were not supposed to receive.",Acculturation; Psychological capital; Social; Social capital; Trust,,Russian,Article,Scopus,2-s2.0-85041084844
Naumova M.,57200385083;,“If war breaks out tomorrow…” Preparing for war as an element of educating schoolchildren in the 1930s (based on material from the “PIONEER” magazine),2017,Logos (Russian Federation),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041084656&doi=10.22394%2f0869-5377-2017-1-163-184&partnerID=40&md5=3be65d9941679683a9e8722a41283f95,"The article is devoted to the analysis of different aspects of representation of past and future wars, as well as the portrayal of the enemies in the “Pioneer” magazine. In the 1930s, these subjects and images became an important element of Soviet education, forming the official narrative. They were repeated in the summaries of party and state documents presented to the readers. Furthermore, they invaded works of fiction and the speech patterns of the pioneers themselves. As a result of this—by the time the war started—a whole generation acquired an understanding of what they were fighting for, who the enemy was and what was at stake. Using materials from the “Pioneer” magazine from 1932–1941, one can see how publications aimed at children were educating their readers, forming their consciousness, and preparing the youth to fight a war with the capitalist states. Magazines published for Soviet pioneers in the 1930s have not yet been researched to a satisfactory degree. Researchers usually focus their attention on the continuity vis-a-vis previous traditions and practices, pointing to trends that were common for pre-revolutionary and post-revolutionary publications. These studies are usually limited to the period of the early 1930s and do not cover events of the second half of that decade, putting emphasis on the formation of the pioneer press instead. This article is broadening our view of Soviet press for children, helping to better understand the causes of heroic behavior of the young generation mobilized to defend their country during the Great Patriotic War.",1930s; Fascism; Image of the enemy; Soviet pupils; War; “Pioneer”,,Russian,Article,Scopus,2-s2.0-85041084656
Starovoytenko E.B.,57193273173;,Productivity of the Dialogical Relationships I – Other,2017,"Psychology, Journal of the Higher School of Economics",1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041079768&doi=10.17323%2f1813-8918-2017-3-408-432&partnerID=40&md5=57cd4d78e7e32ba6f79b69bde43d2b9d,"The article presents the results of the application of the hermeneutical, reconstruction and modelling methods in studying the issue of the multi-aspect productivity of the relationships of the personality with the Other. Based on the hermeneutical analysis and synthesis of the relevant ideas by Sergey Rubinshtein, Mikhail Bakhtin, Martin Buber, Paul Tillich, Maurice Merleau-Ponty, Donald Winnicott, Jacques Lacan, for the first time the following criteria of productivity of the relationships I – the Other in connection with its dialogicality are explicated: multitude of aspects of I involved into the relationships; real interaction of I and the Other, enhancing bodily capabilities of each; dialogicality of the relationships; providing for interaction «in between»; activity of I in the Other; turning of I to self; reflexivity of I in realization of dialogical relation to the Other; multitude of others involved in relationships of I with a specific person; value based nature of the relationships of I with the Other; complex psychological nature of the relationship; revelation and coordination of the potentials of consciousness and unconsciousness in the relationship; creative activity of I aimed at the Other, self and objects in cultural context; knowledge and productive arrangement of the relationship controversies; positive changes of I and the Other in the dynamics of dialogical relationship; creation and renewal of objects involved into the relationship; expansion of spectrum and improvement of quality of links of I with numerous persons as the effect of dialogical relationship with the Other; fullness of subjective living and self-development of I in relation to the Other or establishment of the “dialogical Self”; creation of I-texts addressed to the Other and others (confessions, autobiographies, narrations etc.); authorial contributions of personality to culture as those of a subject of relationship with the Other. Based on the singled out criteria there has been developed a theoretical model of productive relationship I – the -Other which unites dialogical I-positions of personality in dimensions Between-I – and – the Other, I – in – the Other, the Other – in – I, I – in – self – with – the Other. The model constitutes substantial and operational basis to create new reflexive techniques which can take the form of an interview, questionnaire, self-cognition method etc. The novelty of the author’s approach is in the discovery and detailed justification of the connection between productivity and dialogicality of the relationship I and the Other, which is not sufficiently studied in classical psychological and philosophical texts, modern studies, applied works from such points of view as genesis, multiple approaches, constructive effects.",Creativity; Culture; Dialog; Hermeneutics; Model; Other; Other; Productivity; Reflection; Relation; Self,,Russian,Article,Scopus,2-s2.0-85041079768
"Agadullina E.R., Lovakov A.V.",55948104400;57188984836;,Understanding Entitativity: Are There Real Differences Between Approaches?,2017,"Psychology, Journal of the Higher School of Economics",1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041070265&doi=10.17323%2f1813-8918-2017-3-536-554&partnerID=40&md5=0ae4c7d3463f04cbf3f2cf6e5918d44d,"Entitativity is a key construct for understanding group perception. But the question of understanding this construct is troublesome. There are three theoretical approaches to understanding group entitativity (essence-based entitativity, agency-based entitativity and unity-based entitativity) and at least two different empirical strategies for measuring the entitativity (operationalization in one of the theoretical approaches and entitativity as a set of characteristics from different approaches that work as a common scale). This paper aims to answer the question whether there are any differences in the various understanding of entitativity. In our studies entitativity is described as involving three components: “essence” (the group members’ similarity), “agency” (the goals and the interaction between group members) and “unity” (the cohesion of a group and the degree of the group importance). In Study 1 a series of confirmatory factor analyses revealed that the three-component model of entitativity fitted the data well for different groups (ingroup, outgroup, intimacy groups and social categories) and demonstrated a better fit compared to the alternative model (entitativity as a common construct). The results of the study suggest that the components of entitativity are interrelated, but not identical to each other. Study 2 demonstrated that the use of different ways of understanding entitativity (such as “essence”, “agency”, and “unity” components or the common entitativity scale) doesn’t lead to differences related to blatant prejudice, subtle prejudice, and identification. Our results demonstrate that there are no substantial differences between the measurements of entitativity. The implications of the obtained results for future research are discussed.",Agency; Entitativity; Essence; Identification; Prejudice; Unity,,English,Article,Scopus,2-s2.0-85041070265
Pavlovets M.,57195367165;,Apology of Stalinism in Post-Soviet Literature Textbooks,2017,Logos (Russian Federation),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041050457&doi=10.22394%2f0869-5377-2017-5-65-84&partnerID=40&md5=69920ceaceb306971725d59c9f469378,"The article is devoted to the apology of Joseph Stalin and Stalinism in a number of post-Soviet literature textbooks. Their authors had a generally positive assessment of Stalin’s role, not only as the head of the Soviet state, but also as the “moderator” of the literary process in the Soviet Union. Stalin’s personal evaluation of concrete writers and their literary efforts—as well as, to some degree, the attitudes of these authors towards this Father of Nations—became an important factor in their inclusion into the classroom canon of textbooks or, on the contrary, discredited and excluded them from it. The authors of these books carefully selected and reinterpreted the facts to emphasize Stalin’s exceptional importance for the development of 20th century Russian literature. Thus, Stalin appeared as the most important figure of the literary process of the Soviet period, and the single method of Soviet literature which was being approved during his reign—“socialist realism”—as a natural extension and embodiment of humanistic traditions of Russian literary classics. In Soviet school textbooks, there is an attempt to create a concept of the history of the 20th century Russian literature on the ideological basis of the late Soviet “soil-bound” conservatism, and to conceptualize Stalinism as the natural continuation of pre-revolutionary political-ideological conservatism. Thus, the school subject “literature” is used as an ideological tool to indoctrinate the younger generation with a “national-patriotic” spirit. Moreover, this ideological line persisted in textbooks throughout the 1990s and 2000s with almost no adjustment, while their distribution was preferentially maintained by government agencies.",Late Soviet conservatism; Literature textbooks; Scholastic literature canon; Soviet literature; Stalin,,Russian,Article,Scopus,2-s2.0-85041050457
"Khachaturova M.R., Nartova-Bochaver S.K.",57193311008;6508023786;,The Home Environment as a Resource of Coping Behaviour in Youth,2017,"Psychology, Journal of the Higher School of Economics",1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041031643&doi=10.17323%2f1813-8918-2017-3-555-566&partnerID=40&md5=be8519727bd649de6208427f351ca1c9,"In the following paper we discuss the resource approach to coping behavior. We emphasize that parameters of the home environment (home attachment, functionality and relevance of the home environment) can be considered major resources of a personality’s coping in youth (along with different resources of coping behaviour – personal, cognitive, social, cultural and others). They are the underlying parameters forming a home environment image. The sample consisted of 344 participants (267 females and 77 males), students of different faculties of the Higher School of Economics. We used the Functionality of the Home Environment Questionnaire, the Relevance of the Home Environment Questionnaire, the Home Attachment Questionnaire, and the Ways of Coping Questionnaire. The results of the factor analysis allowed us to select a positive image of the home environment based on the parameters of functionality and the relevance of the home environment, as well as home attachment. These parameters are an important resource for coping behaviour in youth. The results of the correlation analysis showed that a positive image of the home environment is correlated with efficient strategies of self-control, seeking social support, planned problem solving, and positive reappraisal, and also with an inefficient strategy of confrontive coping. The study’s results can be used in psychological counseling to form individual profiles of the home environment preferences. They can be helpful in modeling or altering home spaces in accordance with a person’s needs and expectations and therefore, use the home environment as one of the main resources for coping behaviour and psychological well-being.",Coping behaviour; Functionality; Home attachment; Home environment; Relevance,,English,Article,Scopus,2-s2.0-85041031643
"Bochaver A.A., Korzun A.N., Polivanova K.N.",25622959300;57200384372;57015286600;,Outdoor Pastimes of Children and Teenagers,2017,"Psychology, Journal of the Higher School of Economics",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041028234&doi=10.17323%2f1813-8918-2017-3-470-490&partnerID=40&md5=1db20a57226366c339355ca01ddd66e7,"The article is about the content and the role of the outdoor pastimes in socialization of children and teenagers from different generations. The results of the content-analysis of the survey are presented, which was composed by the two specially developed questionnaires, filled in by 251 respondents of various ages. The main activities are considered that constitute children’s outdoor pastimes. Five main categories are identified: games (with rules, sport games, role plays etc.); exploration of environment (experiments, searches, gathering, construction etc.); risk (various risky episodes); communication with peers; culturally mediated activity (visits to museums, skating rings, etc.). The main constituents of each of five categories and their representation among answers of the adult and adolescent samples are described. The dynamics of the children’s outdoor pastime is characterized by the social tendencies of the XX and XXI centuries, such as the increase of social tension and uncertainty, urbanization, overpopulation, etc. The differences in the outdoor pastimes between generations are shown, which lie in the chronology of mastery of the outdoor space and the content of children’s outdoor pastimes. The role of the outdoor pastimes in socialization of children and teenagers is discussed. The areas of the main types of children’s outdoor activity are characterized, as well as the degree of awareness and control by parents over the children’s activities, versions of parental rules and restrictions on children’s moves and activities. The way how the idea of the world that is appealing and encourages knowledge changes into the idea of its dangerousness, is viewed. The perspectives of the further psychological research in this area are described.",Adolescence; Childhood; Spare time; Street environment; Street pastimes; Urban environment,,Russian,Article,Scopus,2-s2.0-85041028234
Rozhdestvenskaya E.,56445774800;,Representation of cultural trauma: The museification of the Holocaust,2017,Logos (Russian Federation),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041025671&doi=10.22394%2f0869-5377-2017-5-87-111&partnerID=40&md5=f388cc7a0113be3686a7e98a189feb82,"The article analyzes the problem of the representation of one of the greatest cultural traumas of the twentieth century—the Holocaust—in various Jewish museums (Washington, Berlin, Moscow). Although they are united by the important social function of perpetuation and edification, each museum has its own context and creates its own form of representation and rhetoric, as well as the measure of memory performance about the events of Jewish history. The concepts and exhibitions of these museums are embedded in a context of general social debate about the trauma, its principal expressibility, mediatization and visualization. The research field of trauma contains an internal contradiction. On the one hand, the field employs the psychoanalytic idea of the inexpressible injury (Theodor Adorno, Jean-François Lyotard, Shoshana Felman, Dori Laub, Cathy Caruth et al.), while, on the other hand, subscribing to the concept of its globalization and mediatization (Wulf Kansteiner, Ann Kaplan, Jeffrey Aleksander, Andreas Huyssen). The discourse about the Holocaust is globalized, but the memory of the Holocaust victims is functioning glocally, taking into account the specific local context of traumatic events. Consequently, the museification of the Holocaust generates a diverse field of aesthetic representations. The article stresses the peculiarity of these museums, such as their focus on sensual work with the past, their call for the exchange of experiences and emotions in addition to rational knowledge, their invitation to identify with the experience. In comparison to museums, it becomes evident that modern museum exhibitions and performances variably provoke the visitor to identify with the collective subject of history through a simulated experience of the suffering of others. This is impossible without emotions, sympathy and working memory. However, the therapeutically simulated traumatization through acquaintance with the phenomenon of the Holocaust is not justified in any socio-political and cultural context.",Cultural trauma; Memory; Representation; The Holocaust Museum,,Russian,Article,Scopus,2-s2.0-85041025671
Levchenko J.,55513272100;,From dispute to persecution: Rhetoric of debates surrounding the formalist circle in the 1920s,2017,Logos (Russian Federation),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041024694&doi=10.22394%2f0869-5377-2017-5-25-41&partnerID=40&md5=360f0132746a1ad1159d26cea924beb4,"The present article traces the origins and forms of aggressive rhetoric in the Soviet literary criticism of the 1920s, using the example of the debates surrounding the Leningrad branch of the Russian Formalist School. The discussions around this research circle can be traced to the destructive experience of revolution and civil war, and the shift from conventional forms of debate to the abuse and annihilation of opponents, transforming the latter practices into the new mainstream. The discussion as such becomes a race for power, or a straight-up competition between political groups. In turn, literary criticism also starts reproducing the repressive methods of the victor. The so-called “formalists” represent the most prominent example of this process, as they were sentenced to annihilation as pure ideological enemies of the new hegemonic class — both in a political and cultural sense. The contrast dualism that characterizes the opposition between ‘us’ and ‘them’ in Russian culture to the present day became visible during that time, as the triumphant class was fundamentally unwilling to compromise with the defeated. The Bolsheviks were not feeling magnanimous after the victory of the October revolution. Their strategy was to cultivate hatred, pitting different groups against each other under the banner of class struggle in order to further strip and/or remove any phenomena diverging from the established way forward. The primary motivation for the crackdown through terror was civil war. Subsequently, it was replaced by the requirement for special vigilance during the temporary resurgence of the bourgeoisie in the period of New Economic Policy (NEP). The conceptualization of the NEP was not only an economic and industrial, but also inevitably a cultural matter, and the proletariat simply had to feel threatened by the surviving oppressors whose consciousness remained the same as before the revolution. Ultimately, the announced and long-awaited rejection of the NEP and its “restorative” culture legitimized a new round of aggressive rhetoric that reinforced the internal crisis of the Soviet “poputchiks” (primarily discriminated intelligentsia) and allowed to put an end to them on the cusp of the 1920s and 1930s.",Bolshevik revolution; Class struggle; Discussion in literature; Literary criticism; Polemics; Rhetoric of competition; Russian formalism,,Russian,Article,Scopus,2-s2.0-85041024694
"Morozova I.S., Smolianina E.A.",57196357320;57196357987;,"Specificity of scientific political metaphor (a case study of A.J. Gregor's scientific article ""the Roots of Revolutionary Ideology"")",2017,"Vestnik Tomskogo Gosudarstvennogo Universiteta, Filologiya",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041003754&doi=10.17223%2f19986645%2f50%2f6&partnerID=40&md5=ce5d97d41e8bf3052c727d3c6e6dff1e,"Previous research into conceptual metaphor in political discourse was done on media texts. The present paper deals with a political scientific text ""The Roots of Revolutionary Ideology"" by the outstanding American politologist A.J. Gregor. Recent years have seen the growing interest to personological knowledge represented by conceptual metaphors in personotexts from different discourses. Based on the premise that personological knowledge is manifested in original metaphors, this research aims to reconstruct Gregor's original metaphorical models at different stages of cognition. The study was carried out in four steps using the method of functional-stylistic analysis, the Pragglejaz method, Gurin and Belikova's algorithm for metaphor classification and, finally, G. Steen's methodology. First, the analysed political scientific text was broken into subtexts (problem stating, hypothetical, substantiating and deducing) correlating with different stages of cognition. Second, there were metaphors found in each of the subtexts using the Pragglejaz method for metaphor identification. Metaphors are different in terms of personological knowledge representation. Thus, they were divided into conventional and original applying Gurin and Belikova's algorithm. In the research original metaphors included both individual mapping of the source and target domains and individual filling of slots in case of conventionalised cross-domain mapping. Only original metaphors were further analysed using G. Steen's five-step methodology: finding a metaphorical focus, proposition, comparison, analogy and mapping. As a result original metaphorical models were reconstructed for each subtext: REVOLUTIONARY IDEOLOGY IS A HUMAN BEING, REVOLUTIONARY IDEOLOGY IS AN ANIMAL, and REVOLUTIONARY IDEOLOGY IS INANIMATE NATURE in the problem stating-hypothetical subtext; REVOLUTIONARY IDEOLOGY IS A HUMAN BEING, REVOLUTIONARY IDEOLOGY IS AN ARTEFACT and REVOLUTIONARY IDEOLOGY IS A SOCIAL INSTITUTION in the substantiating subtext; REVOLUTIONARY IDEOLOGY IS A SOCIAL INSTITUTION (MATHEMATICS) in the deducing subtext. The reconstructed models allowed concluding about Gregor's personological knowledge manifested in his metaphorical ideas at different stages of cognition. Thus, the problem is that revolutions are human, but revolutionary ideology is inhuman. Gregor hypothesises and proves that revolutionary ideology was created by humans artificially (an artefact) using exact calculation (mathematics) and it is relative to time and circumstances. Content analysis showed that 50% of Gregor's original metaphors are SOCIOUMORPHOUS with a half of them referring to the MATHEMATICS conceptual domain. ANTHROPOMORPHOUS AND ARTEFACTUAL original metaphors have equal numbers - 20% in each group, while NATUREMORPHOUS original metaphors are the least -10%. So, it may be concluded that Gregor opposes socio-political life and nature regarding revolutionary ideology as an artificial product of human activity.",Conceptual metaphor; Metaphorical model; Personological knowledge; Political scientific text; Subtext,,Russian,Article,Scopus,2-s2.0-85041003754
